batter,game_year,WH,AB,IABA
458015.0,2018.0,617.0,493,1.2515212981744421
458085.0,2015.0,549.0,448,1.2254464285714286
458085.0,2016.0,226.0,262,0.8625954198473282
458675.0,2015.0,525.0,443,1.18510158013544
458675.0,2016.0,361.0,359,1.0055710306406684
458731.0,2015.0,618.0,565,1.0938053097345133
458731.0,2016.0,659.0,543,1.2136279926335174
458731.0,2017.0,733.0,637,1.1507064364207222
458731.0,2018.0,547.0,527,1.0379506641366223
459431.0,2016.0,654.0,497,1.3158953722334004
459431.0,2017.0,199.0,210,0.9476190476190476
459964.0,2015.0,211.0,247,0.854251012145749
459964.0,2016.0,295.0,227,1.2995594713656389
459964.0,2017.0,510.0,460,1.108695652173913
459964.0,2018.0,222.0,204,1.088235294117647
460026.0,2015.0,567.0,364,1.5576923076923077
460026.0,2016.0,376.0,283,1.3286219081272084
460026.0,2017.0,388.0,281,1.3807829181494662
460026.0,2018.0,327.0,279,1.1720430107526882
460060.0,2015.0,242.0,200,1.21
460075.0,2015.0,687.0,501,1.3712574850299402
460075.0,2016.0,722.0,503,1.4353876739562623
460075.0,2017.0,438.0,378,1.1587301587301588
460075.0,2018.0,524.0,439,1.193621867881549
460086.0,2015.0,502.0,399,1.2581453634085213
460086.0,2016.0,493.0,439,1.1230068337129842
460086.0,2017.0,481.0,464,1.0366379310344827
460086.0,2018.0,601.0,495,1.2141414141414142
460099.0,2016.0,249.0,200,1.245
460576.0,2015.0,557.0,443,1.257336343115124
460576.0,2016.0,487.0,413,1.179176755447942
460576.0,2017.0,439.0,363,1.209366391184573
460576.0,2018.0,352.0,354,0.9943502824858758
461235.0,2015.0,551.0,466,1.1824034334763949
461235.0,2016.0,496.0,408,1.2156862745098038
461235.0,2017.0,411.0,357,1.1512605042016806
461314.0,2015.0,635.0,584,1.0873287671232876
461314.0,2016.0,771.0,611,1.2618657937806874
461314.0,2017.0,578.0,425,1.36
461314.0,2018.0,607.0,467,1.2997858672376874
461416.0,2015.0,441.0,341,1.2932551319648093
461815.0,2015.0,475.0,361,1.3157894736842106
461858.0,2015.0,587.0,566,1.0371024734982333
461858.0,2016.0,388.0,313,1.2396166134185302
461858.0,2017.0,295.0,279,1.0573476702508962
461865.0,2017.0,361.0,313,1.1533546325878594
462101.0,2015.0,765.0,609,1.2561576354679802
462101.0,2016.0,754.0,511,1.4755381604696673
462101.0,2017.0,836.0,633,1.320695102685624
462101.0,2018.0,479.0,393,1.2188295165394403
463610.0,2016.0,237.0,201,1.1791044776119404
465041.0,2015.0,704.0,432,1.6296296296296295
465041.0,2016.0,429.0,319,1.3448275862068966
465041.0,2017.0,346.0,261,1.3256704980842913
465041.0,2018.0,409.0,325,1.2584615384615385
466320.0,2015.0,799.0,615,1.2991869918699186
466320.0,2016.0,824.0,577,1.4280762564991334
466320.0,2017.0,826.0,615,1.3430894308943089
466320.0,2018.0,309.0,257,1.2023346303501945
467055.0,2015.0,511.0,461,1.1084598698481563
467055.0,2017.0,271.0,255,1.0627450980392157
467055.0,2018.0,284.0,225,1.2622222222222221
467070.0,2015.0,309.0,249,1.2409638554216869
467092.0,2015.0,501.0,473,1.0591966173361522
467092.0,2016.0,721.0,469,1.537313432835821
467092.0,2017.0,266.0,206,1.2912621359223302
467092.0,2018.0,545.0,373,1.4611260053619304
467793.0,2015.0,567.0,545,1.0403669724770641
467793.0,2016.0,687.0,623,1.102728731942215
467793.0,2017.0,734.0,584,1.2568493150684932
467793.0,2018.0,611.0,548,1.114963503649635
467827.0,2015.0,726.0,534,1.3595505617977528
467827.0,2016.0,446.0,363,1.2286501377410468
467827.0,2017.0,602.0,391,1.5396419437340154
467827.0,2018.0,582.0,401,1.4513715710723192
471083.0,2015.0,397.0,357,1.112044817927171
471083.0,2016.0,242.0,246,0.983739837398374
471865.0,2015.0,705.0,546,1.2912087912087913
471865.0,2016.0,842.0,578,1.4567474048442905
471865.0,2017.0,592.0,472,1.2542372881355932
471865.0,2018.0,616.0,461,1.3362255965292842
472528.0,2015.0,458.0,443,1.0338600451467268
472528.0,2016.0,366.0,283,1.2932862190812722
472528.0,2017.0,363.0,343,1.0583090379008746
472528.0,2018.0,242.0,261,0.9272030651340997
474443.0,2016.0,297.0,213,1.3943661971830985
474568.0,2015.0,447.0,378,1.1825396825396826
474568.0,2016.0,640.0,509,1.2573673870333988
474568.0,2017.0,660.0,489,1.3496932515337423
474568.0,2018.0,527.0,385,1.3688311688311687
474832.0,2015.0,682.0,481,1.4178794178794178
474832.0,2016.0,721.0,546,1.3205128205128205
474832.0,2017.0,409.0,364,1.1236263736263736
474832.0,2018.0,472.0,383,1.2323759791122715
474892.0,2015.0,410.0,403,1.0173697270471465
474892.0,2016.0,573.0,539,1.0630797773654916
475100.0,2015.0,271.0,218,1.2431192660550459
475174.0,2015.0,477.0,347,1.3746397694524495
475174.0,2016.0,596.0,475,1.2547368421052632
475174.0,2017.0,594.0,447,1.3288590604026846
475174.0,2018.0,592.0,506,1.1699604743083003
475247.0,2015.0,254.0,266,0.9548872180451128
475253.0,2015.0,336.0,299,1.1237458193979932
475253.0,2016.0,367.0,292,1.2568493150684932
475253.0,2017.0,690.0,544,1.2683823529411764
475253.0,2018.0,552.0,498,1.108433734939759
475582.0,2015.0,360.0,340,1.0588235294117647
475582.0,2016.0,462.0,433,1.0669745958429562
475582.0,2017.0,737.0,533,1.3827392120075046
475582.0,2018.0,355.0,282,1.2588652482269505
476704.0,2015.0,231.0,228,1.013157894736842
476704.0,2016.0,397.0,333,1.1921921921921923
476704.0,2017.0,729.0,554,1.315884476534296
476704.0,2018.0,806.0,586,1.3754266211604096
476883.0,2015.0,507.0,434,1.1682027649769586
476883.0,2016.0,389.0,332,1.1716867469879517
477165.0,2016.0,250.0,217,1.152073732718894
477195.0,2015.0,195.0,209,0.9330143540669856
485567.0,2016.0,361.0,297,1.2154882154882154
485567.0,2017.0,381.0,280,1.3607142857142858
488671.0,2017.0,424.0,306,1.3856209150326797
488681.0,2015.0,363.0,255,1.423529411764706
488721.0,2016.0,435.0,345,1.2608695652173914
488726.0,2015.0,735.0,520,1.4134615384615385
488726.0,2017.0,461.0,344,1.3401162790697674
