,playerID,yearID,teamID,G,AB,R,H,RBI,BB,HBP,BA,OBP,batter,WH,AB_1-9,IABA,team
189,chiselo01,2015,CLE,106,333,38,82,44.0,23,1.0,0.24624624624624625,0.2969187675070028,502082,378.0,331,1.1419939577039275,CLE
190,chiselo01,2016,CLE,126,385,43,110,57.0,23,3.0,0.2857142857142857,0.3309002433090024,502082,532.0,417,1.275779376498801,CLE
191,chiselo01,2017,CLE,82,236,34,68,53.0,25,3.0,0.288135593220339,0.36363636363636365,502082,327.0,241,1.3568464730290457,CLE
192,choosh01,2015,TEX,149,555,94,153,82.0,76,15.0,0.2756756756756757,0.37770897832817335,425783,647.0,565,1.1451327433628318,TEX
193,choosh01,2017,TEX,149,544,96,142,78.0,77,7.0,0.2610294117647059,0.35987261146496813,425783,627.0,539,1.163265306122449,TEX
194,choosh01,2018,TEX,146,560,83,148,62.0,92,10.0,0.2642857142857143,0.3776435045317221,425783,724.0,549,1.3187613843351549,TEX
195,coghlch01,2015,CHN,148,440,64,110,41.0,58,3.0,0.25,0.3413173652694611,458085,549.0,448,1.2254464285714286,CHC
196,colabch01,2015,TOR,101,333,55,107,54.0,22,3.0,0.3213213213213213,0.3687150837988827,499624,531.0,367,1.446866485013624,TOR
197,correca01,2015,HOU,99,387,52,108,68.0,40,1.0,0.27906976744186046,0.34813084112149534,621043,524.0,404,1.297029702970297,HOU
198,correca01,2016,HOU,153,577,76,158,96.0,75,5.0,0.2738301559792028,0.3622526636225266,621043,699.0,558,1.2526881720430108,HOU
199,correca01,2017,HOU,109,422,82,133,84.0,53,2.0,0.31516587677725116,0.3941299790356394,621043,701.0,486,1.4423868312757202,HOU
200,correca01,2018,HOU,110,402,60,96,65.0,53,2.0,0.23880597014925373,0.3304157549234136,621043,485.0,425,1.1411764705882352,HOU
201,crawfbr01,2015,SFN,143,507,65,130,84.0,39,11.0,0.2564102564102564,0.3231597845601436,543063,604.0,497,1.215291750503018,SF
202,crawfbr01,2016,SFN,155,553,67,152,84.0,57,4.0,0.27486437613019893,0.3469055374592834,543063,713.0,551,1.294010889292196,SF
203,crawfbr01,2017,SFN,144,518,58,131,77.0,42,1.0,0.2528957528957529,0.31016042780748665,543063,664.0,504,1.3174603174603174,SF
204,crawfbr01,2018,SFN,151,531,63,135,54.0,50,8.0,0.2542372881355932,0.32767402376910015,543063,631.0,514,1.227626459143969,SF
205,croncj01,2015,LAA,113,378,37,99,51.0,17,5.0,0.2619047619047619,0.3025,543068,501.0,375,1.336,LAA
206,croncj01,2016,LAA,116,407,51,113,69.0,24,7.0,0.27764127764127766,0.3287671232876712,543068,597.0,405,1.474074074074074,LAA
207,croncj01,2017,LAA,100,339,39,84,56.0,22,7.0,0.24778761061946902,0.3070652173913043,543068,428.0,336,1.2738095238095237,LAA
208,croncj01,2018,TBA,140,501,68,127,74.0,37,17.0,0.25349301397205587,0.3261261261261261,543068,604.0,494,1.222672064777328,TB
209,cruzne02,2015,SEA,152,590,90,178,93.0,59,5.0,0.3016949152542373,0.37003058103975534,443558,784.0,576,1.3611111111111112,SEA
210,cruzne02,2016,SEA,155,589,96,169,105.0,62,9.0,0.2869269949066214,0.36363636363636365,443558,786.0,574,1.3693379790940767,SEA
211,cruzne02,2017,SEA,155,556,91,160,119.0,70,12.0,0.28776978417266186,0.3793103448275862,443558,701.0,548,1.2791970802919708,SEA
212,cruzne02,2018,SEA,144,519,70,133,97.0,55,14.0,0.25626204238921,0.3435374149659864,443558,629.0,513,1.226120857699805,SEA
213,cuddymi01,2015,NYN,117,379,44,98,41.0,24,4.0,0.25857519788918204,0.3095823095823096,150212,481.0,385,1.2493506493506494,NYM
214,darnatr01,2015,NYN,67,239,31,64,41.0,23,4.0,0.26778242677824265,0.34210526315789475,518595,337.0,285,1.182456140350877,NYM
215,darnatr01,2016,NYN,75,251,27,62,15.0,19,3.0,0.24701195219123506,0.3076923076923077,518595,298.0,248,1.2016129032258065,NYM
216,darnatr01,2017,NYN,112,348,39,85,57.0,23,2.0,0.2442528735632184,0.2949061662198391,518595,434.0,339,1.28023598820059,NYM
217,davisch02,2015,BAL,160,573,100,150,117.0,84,8.0,0.2617801047120419,0.36390977443609024,448801,699.0,563,1.241563055062167,BAL
218,davisch02,2016,BAL,157,566,99,125,84.0,88,8.0,0.22084805653710246,0.3338368580060423,448801,591.0,563,1.0497335701598578,BAL
219,davisch02,2017,BAL,128,456,65,98,61.0,61,3.0,0.2149122807017544,0.31153846153846154,448801,417.0,444,0.9391891891891891,BAL
220,davisch02,2018,BAL,128,470,40,79,49.0,41,7.0,0.16808510638297872,0.24517374517374518,448801,370.0,462,0.8008658008658008,BAL
221,davisik02,2015,OAK,74,214,19,49,20.0,23,0.0,0.22897196261682243,0.3037974683544304,477195,195.0,209,0.9330143540669856,OAK
222,daviskh01,2015,MIL,121,392,54,97,66.0,44,1.0,0.24744897959183673,0.32494279176201374,501981,457.0,390,1.1717948717948719,MIL
223,daviskh01,2016,OAK,150,555,85,137,102.0,42,8.0,0.24684684684684685,0.3090909090909091,501981,646.0,550,1.1745454545454546,OAK
224,daviskh01,2017,OAK,153,566,91,140,110.0,73,6.0,0.24734982332155478,0.3395348837209302,501981,689.0,560,1.230357142857143,OAK
225,daviskh01,2018,OAK,151,576,98,142,123.0,59,12.0,0.2465277777777778,0.32921174652241114,501981,638.0,563,1.133214920071048,OAK
226,davisra01,2015,DET,112,341,55,88,30.0,22,3.0,0.25806451612903225,0.3087431693989071,434658,373.0,330,1.1303030303030304,DET
227,davisra01,2016,CLE,134,454,74,113,48.0,33,5.0,0.2488986784140969,0.30691056910569103,434658,562.0,473,1.1881606765327695,CLE
228,davisra01,2017,OAK,100,300,49,70,18.0,26,0.0,0.23333333333333334,0.294478527607362,434658,355.0,331,1.0725075528700907,BOS
229,davisra01,2017,OAK,100,300,49,70,18.0,26,0.0,0.23333333333333334,0.294478527607362,434658,355.0,331,1.0725075528700907,OAK
230,dejesda01,2015,TBA,82,232,24,60,26.0,19,4.0,0.25862068965517243,0.3254901960784314,430203,330.0,279,1.1827956989247312,LAA
231,dejesda01,2015,TBA,82,232,24,60,26.0,19,4.0,0.25862068965517243,0.3254901960784314,430203,330.0,279,1.1827956989247312,TB
232,dejesiv02,2016,CIN,104,221,21,56,20.0,17,2.0,0.25339366515837103,0.3125,474443,297.0,213,1.3943661971830985,CIN
233,denorch01,2015,CHN,103,212,18,57,18.0,15,1.0,0.2688679245283019,0.3201754385964912,456121,292.0,212,1.3773584905660377,CHC
234,deshide02,2015,TEX,121,425,83,111,37.0,53,3.0,0.2611764705882353,0.3471933471933472,592261,525.0,445,1.1797752808988764,TEX
235,deshide02,2017,TEX,120,376,75,101,22.0,44,3.0,0.26861702127659576,0.34988179669030733,592261,461.0,370,1.2459459459459459,TEX
236,deshide02,2018,TEX,106,334,52,72,22.0,43,3.0,0.2155688622754491,0.3105263157894737,592261,335.0,331,1.012084592145015,TEX
237,desmoia01,2015,WAS,156,583,69,136,62.0,45,3.0,0.2332761578044597,0.29160063391442154,435622,630.0,575,1.0956521739130434,WSH
238,desmoia01,2016,TEX,156,625,107,178,86.0,44,5.0,0.2848,0.3367952522255193,435622,820.0,632,1.2974683544303798,TEX
239,desmoia01,2017,COL,95,339,47,93,40.0,24,4.0,0.2743362831858407,0.329700272479564,435622,416.0,334,1.2455089820359282,COL
240,desmoia01,2018,COL,160,555,82,131,88.0,53,6.0,0.23603603603603604,0.30944625407166126,435622,641.0,562,1.1405693950177935,COL
241,dickeco01,2015,COL,65,224,30,68,31.0,10,0.0,0.30357142857142855,0.3333333333333333,572816,317.0,222,1.427927927927928,COL
242,dickeco01,2016,TBA,148,510,57,125,70.0,33,2.0,0.24509803921568626,0.29357798165137616,572816,593.0,507,1.1696252465483234,TB
243,dickeco01,2017,TBA,150,588,84,166,62.0,35,3.0,0.282312925170068,0.3258785942492013,572816,720.0,580,1.2413793103448276,TB
244,dickeco01,2018,PIT,135,504,65,151,55.0,21,4.0,0.2996031746031746,0.332703213610586,572816,682.0,497,1.3722334004024146,PIT
245,dietrde01,2015,MIA,90,250,38,64,24.0,23,13.0,0.256,0.34965034965034963,518618,313.0,249,1.2570281124497993,MIA
246,dietrde01,2016,MIA,128,351,39,98,42.0,32,24.0,0.2792022792022792,0.3783783783783784,518618,474.0,349,1.3581661891117478,MIA
247,dietrde01,2017,MIA,135,406,56,101,53.0,36,18.0,0.24876847290640394,0.33695652173913043,518618,506.0,399,1.268170426065163,MIA
248,dietrde01,2018,MIA,149,499,72,132,45.0,29,21.0,0.26452905811623245,0.331511839708561,518618,596.0,484,1.2314049586776858,MIA
249,donaljo02,2015,TOR,158,620,122,184,123.0,73,6.0,0.2967741935483871,0.37625178826895567,518626,807.0,651,1.23963133640553,TOR
250,donaljo02,2016,TOR,155,577,122,164,99.0,109,9.0,0.28422876949740034,0.40575539568345326,518626,775.0,598,1.2959866220735785,TOR
251,donaljo02,2017,TOR,113,415,65,112,78.0,76,3.0,0.26987951807228916,0.3866396761133603,518626,483.0,401,1.2044887780548628,TOR
252,doziebr01,2015,MIN,157,628,101,148,77.0,61,7.0,0.2356687898089172,0.3103448275862069,572821,674.0,616,1.094155844155844,MIN
253,doziebr01,2016,MIN,155,615,104,165,99.0,61,8.0,0.2682926829268293,0.34210526315789475,572821,699.0,603,1.1592039800995024,MIN
254,doziebr01,2017,MIN,152,617,106,167,93.0,78,8.0,0.2706645056726094,0.35988620199146515,572821,694.0,617,1.1247974068071314,MIN
255,doziebr01,2018,MIN,104,410,65,93,52.0,46,3.0,0.22682926829268293,0.3093681917211329,572821,539.0,542,0.9944649446494465,LAD
256,doziebr01,2018,MIN,104,410,65,93,52.0,46,3.0,0.22682926829268293,0.3093681917211329,572821,539.0,542,0.9944649446494465,MIN
257,drewst01,2015,NYA,131,383,43,77,44.0,37,1.0,0.2010443864229765,0.27315914489311166,452220,393.0,369,1.065040650406504,NYY
258,dudalu01,2015,NYN,135,471,67,115,73.0,66,14.0,0.24416135881104034,0.35390199637023595,446263,578.0,502,1.151394422310757,NYM
259,dudalu01,2017,NYN,75,252,30,62,37.0,37,2.0,0.24603174603174602,0.3470790378006873,446263,415.0,418,0.992822966507177,TB
260,dudalu01,2017,NYN,75,252,30,62,37.0,37,2.0,0.24603174603174602,0.3470790378006873,446263,415.0,418,0.992822966507177,NYM
261,dudalu01,2018,KCA,87,310,34,75,48.0,24,8.0,0.24193548387096775,0.3128654970760234,446263,384.0,327,1.1743119266055047,ATL
262,dudalu01,2018,KCA,87,310,34,75,48.0,24,8.0,0.24193548387096775,0.3128654970760234,446263,384.0,327,1.1743119266055047,KC
263,duffyma01,2015,SFN,149,573,77,169,77.0,30,5.0,0.2949389179755672,0.3355263157894737,622110,781.0,561,1.392156862745098,SF
264,duffyma01,2016,SFN,70,257,32,65,21.0,20,4.0,0.2529182879377432,0.3167259786476868,622110,371.0,327,1.1345565749235473,TB
265,duffyma01,2016,SFN,70,257,32,65,21.0,20,4.0,0.2529182879377432,0.3167259786476868,622110,371.0,327,1.1345565749235473,SF
266,duffyma01,2018,TBA,132,503,59,148,44.0,47,7.0,0.294234592445328,0.362657091561939,622110,732.0,492,1.4878048780487805,TB
267,dysonja01,2016,KCA,107,299,46,83,25.0,26,3.0,0.27759197324414714,0.34146341463414637,502481,413.0,290,1.4241379310344828,KC
268,dysonja01,2017,SEA,111,346,56,87,30.0,28,10.0,0.2514450867052023,0.3255208333333333,502481,461.0,340,1.3558823529411765,SEA
269,dysonja01,2018,ARI,67,206,29,39,12.0,27,0.0,0.18932038834951456,0.2832618025751073,502481,164.0,201,0.8159203980099502,ARI
270,eatonad02,2015,CHA,153,610,98,175,56.0,58,14.0,0.28688524590163933,0.3621700879765396,594809,780.0,597,1.306532663316583,CWS
271,eatonad02,2016,CHA,157,619,91,176,59.0,63,14.0,0.284329563812601,0.3635057471264368,594809,769.0,599,1.2838063439065108,CWS
272,eatonad02,2018,WAS,95,319,55,96,33.0,38,11.0,0.30094043887147337,0.39402173913043476,594809,433.0,314,1.3789808917197452,WSH
273,ellsbja01,2015,NYA,111,452,66,116,33.0,35,7.0,0.25663716814159293,0.31983805668016196,453056,470.0,443,1.0609480812641083,NYY
274,ellsbja01,2016,NYA,148,551,71,145,56.0,54,2.0,0.2631578947368421,0.3311367380560132,453056,620.0,559,1.10912343470483,NYY
275,ellsbja01,2017,NYA,112,356,65,94,39.0,41,5.0,0.2640449438202247,0.3482587064676617,453056,449.0,366,1.226775956284153,NYY
276,encared01,2015,TOR,146,528,94,146,111.0,77,9.0,0.2765151515151515,0.3778501628664495,429665,753.0,560,1.3446428571428573,TOR
277,encared01,2016,TOR,160,601,99,158,127.0,87,5.0,0.2628951747088186,0.36075036075036077,429665,729.0,625,1.1664,TOR
278,encared01,2017,CLE,157,554,96,143,107.0,104,5.0,0.2581227436823105,0.38009049773755654,429665,695.0,560,1.2410714285714286,CLE
279,encared01,2018,CLE,137,500,74,123,107.0,63,8.0,0.246,0.3397548161120841,429665,577.0,492,1.1727642276422765,CLE
280,escobal02,2015,KCA,148,612,76,157,47.0,26,8.0,0.2565359477124183,0.29566563467492263,444876,778.0,664,1.1716867469879517,KC
281,escobal02,2016,KCA,162,637,57,166,55.0,27,3.0,0.260596546310832,0.2938530734632684,444876,792.0,627,1.263157894736842,KC
282,escobal02,2017,KCA,162,599,71,150,54.0,15,4.0,0.25041736227045075,0.27346278317152106,444876,728.0,584,1.2465753424657535,KC
283,escobal02,2018,KCA,140,485,54,112,34.0,29,5.0,0.2309278350515464,0.2813102119460501,444876,526.0,476,1.1050420168067228,KC
284,escobed01,2015,MIN,127,409,48,107,58.0,28,2.0,0.2616136919315403,0.3120728929384966,500871,563.0,396,1.4217171717171717,MIN
285,escobed01,2016,MIN,105,352,32,83,37.0,21,1.0,0.23579545454545456,0.2807486631016043,500871,431.0,342,1.260233918128655,MIN
286,escobed01,2017,MIN,129,457,62,116,73.0,33,5.0,0.2538293216630197,0.3111111111111111,500871,560.0,458,1.222707423580786,MIN
287,escobed01,2018,MIN,97,368,45,101,63.0,34,3.0,0.27445652173913043,0.34074074074074073,500871,695.0,545,1.275229357798165,ARI
288,escobed01,2018,MIN,97,368,45,101,63.0,34,3.0,0.27445652173913043,0.34074074074074073,500871,695.0,545,1.275229357798165,MIN
289,escobyu01,2015,WAS,139,535,75,168,56.0,45,8.0,0.31401869158878504,0.3758503401360544,488862,721.0,527,1.3681214421252372,WSH
290,escobyu01,2016,LAA,132,517,68,157,39.0,40,3.0,0.3036750483558994,0.35714285714285715,488862,702.0,515,1.3631067961165049,LAA
291,escobyu01,2017,LAA,89,350,43,96,31.0,29,2.0,0.2742857142857143,0.3333333333333333,488862,447.0,345,1.2956521739130435,LAA
292,espinda01,2015,WAS,118,367,59,88,37.0,33,6.0,0.23978201634877383,0.312807881773399,457787,437.0,365,1.1972602739726028,WSH
293,espinda01,2016,WAS,157,516,66,108,72.0,54,20.0,0.20930232558139536,0.30847457627118646,457787,560.0,517,1.0831721470019342,WSH
294,espinda01,2017,LAA,77,228,27,37,29.0,19,4.0,0.16228070175438597,0.23904382470119523,457787,209.0,257,0.8132295719844358,TB
295,espinda01,2017,LAA,77,228,27,37,29.0,19,4.0,0.16228070175438597,0.23904382470119523,457787,209.0,257,0.8132295719844358,SEA
296,espinda01,2017,LAA,77,228,27,37,29.0,19,4.0,0.16228070175438597,0.23904382470119523,457787,209.0,257,0.8132295719844358,LAA
297,ethiean01,2015,LAN,142,395,54,116,53.0,43,4.0,0.2936708860759494,0.36877828054298645,444843,532.0,405,1.3135802469135802,LAD
298,fieldpr01,2015,TEX,158,613,78,187,98.0,64,11.0,0.30505709624796085,0.3808139534883721,425902,818.0,628,1.302547770700637,TEX
299,fieldpr01,2016,TEX,89,326,29,69,44.0,32,7.0,0.2116564417177914,0.2958904109589041,425902,287.0,321,0.8940809968847352,TEX
300,flahery01,2015,BAL,91,267,34,54,31.0,26,4.0,0.20224719101123595,0.2828282828282828,475247,254.0,266,0.9548872180451128,BAL
301,florewi01,2015,NYN,137,483,55,127,59.0,19,4.0,0.2629399585921325,0.2964426877470356,527038,652.0,506,1.2885375494071147,NYM
302,florewi01,2016,NYN,103,307,38,82,49.0,23,2.0,0.2671009771986971,0.32228915662650603,527038,401.0,301,1.3322259136212624,NYM
303,florewi01,2017,NYN,110,336,42,91,52.0,17,3.0,0.2708333333333333,0.31179775280898875,527038,450.0,332,1.355421686746988,NYM
304,florewi01,2018,NYN,126,386,43,103,51.0,29,5.0,0.266839378238342,0.3261904761904762,527038,479.0,374,1.2807486631016043,NYM
305,flowety01,2015,CHA,112,331,21,79,39.0,21,6.0,0.23867069486404835,0.29608938547486036,452095,416.0,327,1.27217125382263,CWS
306,flowety01,2016,ATL,83,281,27,76,41.0,29,11.0,0.2704626334519573,0.3613707165109034,452095,379.0,272,1.3933823529411764,ATL
307,flowety01,2017,ATL,99,317,41,89,49.0,31,20.0,0.2807570977917981,0.3804347826086957,452095,464.0,314,1.4777070063694266,ATL
308,flowety01,2018,ATL,82,251,34,57,30.0,35,9.0,0.22709163346613545,0.3423728813559322,452095,300.0,254,1.1811023622047243,ATL
309,forsylo01,2015,TBA,153,540,69,152,68.0,55,14.0,0.2814814814814815,0.36288998357963875,523253,717.0,530,1.3528301886792453,TB
310,forsylo01,2016,TBA,127,511,76,135,52.0,46,8.0,0.26418786692759294,0.3345132743362832,523253,531.0,505,1.0514851485148515,TB
311,forsylo01,2017,LAN,119,361,56,81,36.0,69,4.0,0.22437673130193905,0.3548387096774194,523253,404.0,391,1.0332480818414322,LAD
312,fowlede01,2015,CHN,156,596,102,149,46.0,84,5.0,0.25,0.34744525547445254,451594,711.0,621,1.144927536231884,CHC
313,fowlede01,2016,CHN,125,456,84,126,48.0,79,11.0,0.27631578947368424,0.3956043956043956,451594,562.0,516,1.0891472868217054,CHC
314,fowlede01,2017,SLN,118,420,68,111,64.0,63,4.0,0.2642857142857143,0.3655030800821355,451594,472.0,405,1.165432098765432,STL
315,fowlede01,2018,SLN,90,289,40,52,31.0,38,3.0,0.17993079584775087,0.2818181818181818,451594,221.0,280,0.7892857142857143,STL
316,francje02,2015,PHI,119,326,34,84,45.0,13,1.0,0.25766871165644173,0.28823529411764703,425796,435.0,316,1.3765822784810127,PHI
317,francje02,2016,ATL,99,257,29,64,33.0,16,0.0,0.2490272373540856,0.29304029304029305,425796,409.0,295,1.3864406779661016,MIA
318,francje02,2016,ATL,99,257,29,64,33.0,16,0.0,0.2490272373540856,0.29304029304029305,425796,409.0,295,1.3864406779661016,ATL
319,francma02,2015,PHI,80,304,45,85,50.0,26,4.0,0.27960526315789475,0.344311377245509,596748,407.0,297,1.3703703703703705,PHI
320,francma02,2016,PHI,152,581,67,148,88.0,40,5.0,0.2547332185886403,0.3083067092651757,596748,668.0,570,1.1719298245614036,PHI
321,francma02,2017,PHI,154,575,66,132,76.0,41,2.0,0.22956521739130434,0.28317152103559873,596748,608.0,566,1.0742049469964665,PHI
322,francma02,2018,PHI,131,433,48,117,68.0,29,0.0,0.2702078521939954,0.31601731601731603,596748,607.0,422,1.438388625592417,PHI
323,frazito01,2015,CIN,157,619,82,158,89.0,44,7.0,0.2552504038772213,0.3119402985074627,453943,672.0,598,1.1237458193979932,CIN
324,frazito01,2016,CHA,158,590,89,133,98.0,64,4.0,0.22542372881355932,0.30547112462006076,453943,658.0,582,1.1305841924398625,CWS
325,frazito01,2017,CHA,81,280,41,58,44.0,48,4.0,0.20714285714285716,0.3313253012048193,453943,496.0,512,0.96875,NYY
326,frazito01,2017,CHA,81,280,41,58,44.0,48,4.0,0.20714285714285716,0.3313253012048193,453943,496.0,512,0.96875,CWS
327,frazito01,2018,NYN,115,408,54,87,59.0,48,8.0,0.21323529411764705,0.3081896551724138,453943,439.0,395,1.111392405063291,NYM
328,freemfr01,2015,ATL,118,416,62,115,66.0,56,7.0,0.2764423076923077,0.37160751565762007,518692,493.0,410,1.2024390243902439,ATL
329,freemfr01,2016,ATL,158,589,102,178,91.0,89,10.0,0.30220713073005095,0.40261627906976744,518692,792.0,571,1.3870402802101576,ATL
330,freemfr01,2017,ATL,117,440,84,135,71.0,65,7.0,0.3068181818181818,0.404296875,518692,638.0,432,1.4768518518518519,ATL
331,freemfr01,2018,ATL,162,618,94,191,98.0,76,7.0,0.30906148867313915,0.3908701854493581,518692,881.0,623,1.4141252006420546,ATL
332,freesda01,2015,LAA,121,424,53,109,56.0,31,12.0,0.25707547169811323,0.32548179871520344,501896,539.0,421,1.2802850356294537,LAA
333,freesda01,2016,PIT,141,437,63,118,55.0,45,10.0,0.2700228832951945,0.3516260162601626,501896,512.0,425,1.204705882352941,PIT
334,freesda01,2017,PIT,130,426,44,112,52.0,58,15.0,0.26291079812206575,0.37074148296593185,501896,510.0,411,1.2408759124087592,PIT
335,freesda01,2018,PIT,94,241,29,68,42.0,18,3.0,0.2821576763485477,0.33969465648854963,501896,424.0,292,1.452054794520548,LAD
336,freesda01,2018,PIT,94,241,29,68,42.0,18,3.0,0.2821576763485477,0.33969465648854963,501896,424.0,292,1.452054794520548,PIT
337,fuldsa01,2015,OAK,120,290,34,57,22.0,30,2.0,0.19655172413793104,0.27639751552795033,453539,270.0,285,0.9473684210526315,OAK
338,galvifr01,2015,PHI,151,559,63,147,50.0,30,3.0,0.2629695885509839,0.30405405405405406,520471,720.0,548,1.313868613138686,PHI
339,galvifr01,2016,PHI,158,584,61,141,67.0,25,3.0,0.24143835616438356,0.2761437908496732,520471,668.0,578,1.1557093425605536,PHI
340,galvifr01,2017,PHI,162,608,71,155,61.0,45,4.0,0.25493421052631576,0.3105022831050228,520471,749.0,593,1.2630691399662732,PHI
341,galvifr01,2018,SDN,162,602,62,149,67.0,45,2.0,0.24750830564784054,0.3020030816640986,520471,733.0,575,1.2747826086956522,SD
342,garciav01,2015,CHA,148,553,66,142,59.0,36,8.0,0.25678119349005424,0.31155778894472363,541645,668.0,546,1.2234432234432235,CWS
343,garciav01,2016,CHA,120,413,59,101,51.0,34,4.0,0.24455205811138014,0.3082039911308204,541645,530.0,401,1.3216957605985038,CWS
344,garciav01,2017,CHA,136,518,75,171,80.0,33,9.0,0.3301158301158301,0.38035714285714284,541645,794.0,509,1.5599214145383105,CWS
345,garciav01,2018,CHA,93,356,47,84,49.0,20,4.0,0.23595505617977527,0.28421052631578947,541645,396.0,351,1.1282051282051282,CWS
346,gardnbr01,2015,NYA,151,571,94,148,66.0,68,6.0,0.2591943957968476,0.34418604651162793,458731,618.0,565,1.0938053097345133,NYY
347,gardnbr01,2016,NYA,148,547,80,143,41.0,70,8.0,0.26142595978062155,0.3536,458731,659.0,543,1.2136279926335174,NYY
348,gardnbr01,2017,NYA,151,594,96,157,63.0,72,8.0,0.26430976430976433,0.3516320474777448,458731,733.0,637,1.1507064364207222,NYY
349,gardnbr01,2018,NYA,140,530,95,125,45.0,65,5.0,0.2358490566037736,0.325,458731,547.0,527,1.0379506641366223,NYY
350,gattiev01,2015,HOU,153,566,66,139,88.0,30,3.0,0.24558303886925795,0.2871452420701169,594828,663.0,584,1.1352739726027397,HOU
351,gattiev01,2016,HOU,128,447,58,112,72.0,43,4.0,0.2505592841163311,0.32186234817813764,594828,558.0,434,1.2857142857142858,HOU
352,gattiev01,2017,HOU,84,300,41,79,55.0,18,4.0,0.2633333333333333,0.3136645962732919,594828,437.0,327,1.3363914373088686,HOU
353,gattiev01,2018,HOU,128,407,49,92,78.0,33,3.0,0.22604422604422605,0.28893905191873587,594828,496.0,407,1.2186732186732188,HOU
354,gennesc01,2015,MIL,114,375,42,99,29.0,12,4.0,0.264,0.29411764705882354,571697,435.0,372,1.1693548387096775,MIL
355,gennesc01,2016,MIL,136,498,58,131,56.0,38,2.0,0.26305220883534136,0.31784386617100374,571697,611.0,492,1.241869918699187,MIL
356,gennesc01,2017,CIN,141,461,80,136,97.0,30,4.0,0.2950108459869848,0.3434343434343434,571697,701.0,455,1.5406593406593407,CIN
357,gennesc01,2018,CIN,154,584,86,181,92.0,42,4.0,0.3099315068493151,0.3603174603174603,571697,836.0,573,1.4589877835951135,CIN
358,giavojo01,2015,LAA,129,453,51,123,49.0,32,2.0,0.271523178807947,0.32238193018480493,543213,628.0,444,1.4144144144144144,LAA
359,giavojo01,2016,LAA,99,346,44,90,31.0,13,1.0,0.26011560693641617,0.28888888888888886,543213,459.0,344,1.3343023255813953,LAA
360,goinsry01,2015,TOR,128,376,52,94,45.0,39,1.0,0.25,0.32211538461538464,572365,498.0,405,1.2296296296296296,TOR
361,goinsry01,2017,TOR,143,418,37,99,62.0,31,0.0,0.23684210526315788,0.289532293986637,572365,511.0,408,1.2524509803921569,TOR
362,goldspa01,2015,ARI,159,567,103,182,110.0,118,2.0,0.32098765432098764,0.4395924308588064,502671,742.0,558,1.3297491039426523,ARI
363,goldspa01,2016,ARI,158,579,106,172,95.0,110,7.0,0.2970639032815199,0.41522988505747127,502671,762.0,568,1.341549295774648,ARI
364,goldspa01,2017,ARI,155,558,117,166,120.0,94,8.0,0.2974910394265233,0.40606060606060607,502671,751.0,567,1.3245149911816578,ARI
365,goldspa01,2018,ARI,158,593,95,172,83.0,90,6.0,0.2900505902192243,0.3889695210449927,502671,757.0,579,1.307426597582038,ARI
366,gomesya01,2015,CLE,95,363,38,84,45.0,13,7.0,0.23140495867768596,0.27154046997389036,543228,474.0,357,1.3277310924369747,CLE
367,gomesya01,2016,CLE,74,251,22,42,34.0,9,2.0,0.16733067729083664,0.20229007633587787,543228,182.0,245,0.7428571428571429,CLE
368,gomesya01,2017,CLE,105,341,43,79,56.0,31,8.0,0.2316715542521994,0.3105263157894737,543228,407.0,345,1.1797101449275362,CLE
369,gomesya01,2018,CLE,112,403,52,107,48.0,21,8.0,0.2655086848635236,0.3148148148148148,543228,534.0,394,1.3553299492385786,CLE
370,gomezca01,2015,MIL,74,286,42,75,43.0,23,5.0,0.26223776223776224,0.32802547770700635,460576,557.0,443,1.257336343115124,HOU
371,gomezca01,2015,MIL,74,286,42,75,43.0,23,5.0,0.26223776223776224,0.32802547770700635,460576,557.0,443,1.257336343115124,MIL
372,gomezca01,2016,HOU,85,295,27,62,29.0,21,4.0,0.21016949152542372,0.271875,460576,487.0,413,1.179176755447942,TEX
373,gomezca01,2016,HOU,85,295,27,62,29.0,21,4.0,0.21016949152542372,0.271875,460576,487.0,413,1.179176755447942,HOU
374,gomezca01,2017,TEX,105,368,51,94,51.0,31,19.0,0.2554347826086957,0.3444976076555024,460576,439.0,363,1.209366391184573,TEX
375,gomezca01,2018,TBA,118,360,42,75,32.0,25,21.0,0.20833333333333334,0.29802955665024633,460576,352.0,354,0.9943502824858758,TB
376,gonzaad01,2015,LAN,156,571,76,157,90.0,62,6.0,0.27495621716287216,0.352112676056338,408236,789.0,579,1.3626943005181347,LAD
377,gonzaad01,2016,LAN,156,568,69,162,90.0,55,4.0,0.2852112676056338,0.3524720893141946,408236,748.0,594,1.2592592592592593,LAD
378,gonzaad01,2017,LAN,71,231,14,56,30.0,16,0.0,0.24242424242424243,0.291497975708502,408236,268.0,226,1.1858407079646018,LAD
379,gonzaca01,2015,COL,153,554,87,150,97.0,46,1.0,0.27075812274368233,0.3277870216306156,471865,705.0,546,1.2912087912087913,COL
380,gonzaca01,2016,COL,150,584,87,174,100.0,46,1.0,0.2979452054794521,0.3502377179080824,471865,842.0,578,1.4567474048442905,COL
381,gonzaca01,2017,COL,136,470,72,123,57.0,56,2.0,0.26170212765957446,0.3428030303030303,471865,592.0,472,1.2542372881355932,COL
382,gonzaca01,2018,COL,132,463,71,128,64.0,37,1.0,0.27645788336933047,0.3313373253493014,471865,616.0,461,1.3362255965292842,COL
