,playerID,yearID,teamID,G,AB,R,H,RBI,BB,HBP,BA,OBP
102334,paganan01,2016,SFN,129,495,71,137,55.0,42,0.0,0.2767676767676768,0.3333333333333333
102335,panikjo01,2016,SFN,127,464,67,111,62.0,50,4.0,0.23922413793103448,0.3185328185328185
102339,parkby01,2016,MIN,62,215,28,41,24.0,21,5.0,0.19069767441860466,0.27800829875518673
102345,parrage01,2016,COL,102,368,45,93,39.0,9,1.0,0.25271739130434784,0.2724867724867725
102354,pearcst01,2016,TBA,60,204,26,63,29.0,26,1.0,0.3088235294117647,0.38961038961038963
102357,pederjo01,2016,LAN,137,406,64,100,68.0,63,4.0,0.24630541871921183,0.35306553911205074
102358,pedrodu01,2016,BOS,154,633,105,201,74.0,61,0.0,0.3175355450236967,0.37752161383285304
102365,pencehu01,2016,SFN,106,395,58,114,57.0,43,1.0,0.28860759493670884,0.35990888382687924
102368,peraljh01,2016,SLN,82,289,37,75,29.0,20,1.0,0.25951557093425603,0.3096774193548387
102373,perazjo01,2016,CIN,72,241,25,78,25.0,7,5.0,0.3236514522821577,0.3557312252964427
102375,perezca02,2016,LAA,87,268,25,56,31.0,12,1.0,0.208955223880597,0.24555160142348753
102376,perezhe01,2016,MIL,123,404,50,110,56.0,18,1.0,0.2722772277227723,0.3049645390070922
102380,perezsa02,2016,KCA,139,514,57,127,64.0,22,8.0,0.24708171206225682,0.28860294117647056
102384,peterja01,2016,ATL,115,350,45,89,29.0,52,1.0,0.2542857142857143,0.3523573200992556
102385,petitgr01,2016,LAA,89,204,21,50,17.0,15,1.0,0.24509803921568626,0.3
102391,phillbr01,2016,CIN,141,550,74,160,64.0,18,8.0,0.2909090909090909,0.3229166666666667
102393,pierzaj01,2016,ATL,81,247,15,54,23.0,6,3.0,0.21862348178137653,0.24609375
102394,pillake01,2016,TOR,146,548,59,146,53.0,24,6.0,0.2664233576642336,0.3044982698961938
102401,piscost01,2016,SLN,153,582,86,159,85.0,51,12.0,0.27319587628865977,0.34418604651162793
102403,plouftr01,2016,MIN,84,319,35,83,47.0,19,2.0,0.2601880877742947,0.3058823529411765
102405,polangr01,2016,PIT,144,527,79,136,86.0,53,0.0,0.25806451612903225,0.3258620689655172
102406,polanjo01,2016,MIN,69,245,24,69,27.0,17,3.0,0.2816326530612245,0.33584905660377357
102412,poseybu01,2016,SFN,146,539,82,155,80.0,64,3.0,0.287569573283859,0.36633663366336633
102414,pradoma01,2016,MIA,153,600,70,183,75.0,49,4.0,0.305,0.3614088820826952
102419,profaju01,2016,TEX,90,272,35,65,20.0,30,3.0,0.23897058823529413,0.32131147540983607
102420,puigya01,2016,LAN,104,334,45,88,45.0,24,7.0,0.2634730538922156,0.32602739726027397
102421,pujolal01,2016,LAA,152,593,71,159,119.0,49,2.0,0.26812816188870153,0.32608695652173914
102429,raburry01,2016,COL,113,223,30,49,30.0,28,2.0,0.21973094170403587,0.31225296442687744
102430,ramiral03,2016,SDN,128,421,33,101,41.0,17,4.0,0.23990498812351543,0.27601809954751133
102433,ramirha01,2016,BOS,147,549,81,157,111.0,60,7.0,0.2859744990892532,0.36363636363636365
102436,ramirjo01,2016,CLE,152,565,84,176,76.0,44,4.0,0.31150442477876106,0.36541598694942906
102445,ramoswi01,2016,WAS,131,482,58,148,80.0,35,2.0,0.3070539419087137,0.35645472061657035
102448,rasmuco01,2016,HOU,107,369,38,76,54.0,43,0.0,0.20596205962059622,0.28883495145631066
102454,realmjt01,2016,MIA,137,509,60,154,48.0,28,5.0,0.3025540275049116,0.34501845018450183
102456,reddijo01,2016,OAK,68,243,33,72,28.0,28,0.0,0.2962962962962963,0.36900369003690037
102463,reimono01,2016,BAL,104,203,25,45,15.0,22,1.0,0.22167487684729065,0.3008849557522124
102465,rendoan01,2016,WAS,156,567,91,153,85.0,65,7.0,0.2698412698412698,0.352112676056338
102467,reverbe01,2016,WAS,103,350,44,76,24.0,18,3.0,0.21714285714285714,0.261455525606469
102469,reyesjo01,2016,NYN,60,255,45,68,24.0,23,0.0,0.26666666666666666,0.3273381294964029
102471,reynoma01,2016,COL,118,393,61,111,53.0,42,4.0,0.2824427480916031,0.357630979498861
102477,rickajo01,2016,BAL,85,257,32,69,19.0,18,2.0,0.26848249027237353,0.3212996389891697
102483,rizzoan01,2016,CHN,155,583,94,170,109.0,74,16.0,0.2915951972555746,0.3863298662704309
102495,rodrial01,2016,NYA,65,225,19,45,31.0,14,1.0,0.2,0.25
102500,rodrise01,2016,PIT,140,300,49,81,56.0,33,5.0,0.27,0.3520710059171598
102517,rosalad01,2016,SDN,105,214,37,49,35.0,29,1.0,0.22897196261682243,0.3237704918032787
102519,rosared01,2016,MIN,92,335,52,90,32.0,12,2.0,0.26865671641791045,0.2979942693409742
102527,ruary01,2016,TEX,99,240,40,62,22.0,21,6.0,0.25833333333333336,0.3333333333333333
102534,ruppca01,2016,PHI,105,389,36,98,54.0,24,5.0,0.2519280205655527,0.3038277511961722
102536,russead02,2016,CHN,151,525,67,125,95.0,55,12.0,0.23809523809523808,0.32432432432432434
102545,saladty01,2016,CHA,93,298,33,84,38.0,13,3.0,0.28187919463087246,0.3184713375796178
102550,saltaja01,2016,DET,92,246,30,42,38.0,41,0.0,0.17073170731707318,0.289198606271777
102557,sanchga02,2016,NYA,53,201,34,60,42.0,24,2.0,0.29850746268656714,0.3788546255506608
102562,sanomi01,2016,MIN,116,437,57,103,66.0,54,1.0,0.23569794050343248,0.32113821138211385
102563,santaca01,2016,CLE,158,582,89,151,87.0,99,2.0,0.25945017182130586,0.3689604685212299
102564,santada01,2016,MIN,75,233,29,56,14.0,12,1.0,0.24034334763948498,0.2804878048780488
102565,santado01,2016,MIL,77,246,34,63,32.0,32,2.0,0.25609756097560976,0.3464285714285714
102571,saundmi01,2016,TOR,140,490,70,124,57.0,59,5.0,0.2530612244897959,0.33935018050541516
102576,schebsc01,2016,CIN,82,257,36,68,40.0,19,6.0,0.26459143968871596,0.32978723404255317
102579,schimry01,2016,SDN,89,276,48,60,51.0,42,9.0,0.21739130434782608,0.3394495412844037
102580,schoojo01,2016,BAL,162,615,82,164,82.0,21,8.0,0.26666666666666666,0.2996894409937888
102589,seageco01,2016,LAN,157,627,105,193,72.0,54,4.0,0.3078149920255183,0.36642335766423356
102590,seageky01,2016,SEA,158,597,89,166,99.0,69,8.0,0.2780569514237856,0.36053412462908013
102592,segurje01,2016,ARI,153,637,102,203,64.0,39,12.0,0.31868131868131866,0.3691860465116279
102594,semiema01,2016,OAK,159,568,72,135,75.0,51,0.0,0.23767605633802816,0.30048465266558966
102599,shawtr01,2016,BOS,145,480,63,116,71.0,43,3.0,0.24166666666666667,0.30798479087452474
102605,shuckja01,2016,CHA,81,224,27,46,14.0,12,1.0,0.20535714285714285,0.2489451476793249
102607,simmoan01,2016,LAA,124,448,48,126,44.0,28,2.0,0.28125,0.3263598326359833
102621,smithse01,2016,SEA,137,378,62,94,63.0,48,8.0,0.24867724867724866,0.3456221198156682
102624,smoakju01,2016,TOR,126,299,33,65,34.0,40,2.0,0.21739130434782608,0.31378299120234604
102626,smolija01,2016,OAK,99,290,28,69,27.0,19,7.0,0.23793103448275862,0.30063291139240506
102632,solarya01,2016,SDN,109,405,55,116,71.0,30,5.0,0.28641975308641976,0.3431818181818182
102633,solerjo01,2016,CHN,86,227,37,54,31.0,31,3.0,0.23788546255506607,0.3371647509578544
102638,souzast01,2016,TBA,120,430,58,106,49.0,31,5.0,0.24651162790697675,0.30472103004291845
102639,spande01,2016,SFN,143,572,70,152,53.0,53,4.0,0.26573426573426573,0.3322734499205087
102641,springe01,2016,HOU,162,644,116,168,82.0,88,11.0,0.2608695652173913,0.35935397039030953
102643,stantmi03,2016,MIA,119,413,56,99,74.0,50,4.0,0.2397094430992736,0.32762312633832974
102650,storytr01,2016,COL,97,372,67,101,72.0,35,5.0,0.271505376344086,0.3422330097087379
102666,suareeu01,2016,CIN,159,565,78,140,70.0,51,8.0,0.24778761061946902,0.3189102564102564
102671,suzukic01,2016,MIA,143,327,48,95,22.0,30,3.0,0.290519877675841,0.35555555555555557
102672,suzukku01,2016,MIN,106,345,34,89,49.0,18,5.0,0.2579710144927536,0.30434782608695654
102683,taylomi02,2016,WAS,76,221,28,51,16.0,14,1.0,0.23076923076923078,0.2796610169491525
102686,teixema01,2016,NYA,116,387,43,79,44.0,47,2.0,0.2041343669250646,0.29357798165137616
102694,thomptr01,2016,LAN,80,236,31,53,32.0,26,0.0,0.2245762711864407,0.3015267175572519
102702,tomasya01,2016,ARI,140,530,72,144,83.0,31,1.0,0.27169811320754716,0.31316725978647686
102709,travide01,2016,TOR,101,410,54,123,50.0,20,0.0,0.3,0.3325581395348837
102713,troutmi01,2016,LAA,159,549,123,173,100.0,116,11.0,0.3151183970856102,0.4437869822485207
102714,trumbma01,2016,BAL,159,613,94,157,108.0,51,3.0,0.2561174551386623,0.31634182908545727
102719,tulowtr01,2016,TOR,131,492,54,125,79.0,43,5.0,0.2540650406504065,0.32037037037037036
102721,turneju01,2016,LAN,151,556,79,153,90.0,48,10.0,0.2751798561151079,0.34364820846905536
102722,turnetr01,2016,WAS,73,307,53,105,40.0,14,1.0,0.34201954397394135,0.37267080745341613
102724,uptonbj01,2016,SDN,92,344,46,88,45.0,23,2.0,0.2558139534883721,0.3062330623306233
102726,uptonju01,2016,DET,153,570,81,140,87.0,50,4.0,0.24561403508771928,0.3108974358974359
102729,uribeju01,2016,CLE,73,238,19,49,25.0,15,3.0,0.20588235294117646,0.26171875
102730,utleych01,2016,LAN,138,512,79,129,52.0,40,11.0,0.251953125,0.3197158081705151
102732,valbulu01,2016,HOU,90,292,38,76,40.0,44,1.0,0.2602739726027397,0.3590504451038576
102734,valenda01,2016,OAK,130,471,72,135,51.0,41,3.0,0.28662420382165604,0.34757281553398056
102749,villajo01,2016,MIL,156,589,92,168,63.0,79,2.0,0.28522920203735147,0.3716417910447761
102754,vogtst01,2016,OAK,137,490,54,123,56.0,35,4.0,0.2510204081632653,0.30623818525519847
102756,vottojo01,2016,CIN,158,556,101,181,97.0,108,5.0,0.3255395683453237,0.43946188340807174
102761,walkene01,2016,NYN,113,412,57,116,55.0,42,1.0,0.2815533980582524,0.34945054945054943
102763,wallabr01,2016,SDN,119,217,19,41,20.0,29,9.0,0.1889400921658986,0.30980392156862746
102779,werthja01,2016,WAS,143,525,84,128,69.0,71,4.0,0.2438095238095238,0.3383333333333333
102781,whitety01,2016,HOU,86,249,24,54,28.0,23,2.0,0.21686746987951808,0.28832116788321166
102784,wietema01,2016,BAL,124,423,48,103,66.0,32,5.0,0.24349881796690306,0.30434782608695654
102803,wolteto01,2016,COL,71,205,27,53,30.0,21,0.0,0.25853658536585367,0.3274336283185841
102804,wongko01,2016,SLN,121,313,39,75,23.0,34,9.0,0.23961661341853036,0.33146067415730335
102816,yelicch01,2016,MIA,155,578,78,172,98.0,72,4.0,0.2975778546712803,0.37920489296636084
102821,youngch04,2016,BOS,76,203,29,56,24.0,21,3.0,0.27586206896551724,0.3524229074889868
102828,zimmery01,2016,WAS,115,427,60,93,46.0,29,5.0,0.21779859484777517,0.2754880694143167
102829,zobribe01,2016,CHN,147,523,94,142,76.0,96,4.0,0.27151051625239003,0.3884430176565008
102833,abreujo02,2017,CHA,156,621,95,189,102.0,35,15.0,0.30434782608695654,0.3561847988077496
102838,adamsma01,2017,ATL,100,291,42,79,58.0,19,1.0,0.27147766323024053,0.3183279742765273
102842,aguilje01,2017,MIL,133,279,40,74,52.0,25,4.0,0.26523297491039427,0.3344155844155844
102846,albieoz01,2017,ATL,57,217,34,62,28.0,21,3.0,0.2857142857142857,0.35684647302904565
102860,almoral01,2017,CHN,132,299,39,89,46.0,19,0.0,0.2976588628762542,0.33962264150943394
102861,alonsyo01,2017,OAK,100,319,52,85,49.0,50,2.0,0.2664576802507837,0.3692722371967655
102864,altheaa01,2017,PHI,107,372,58,101,65.0,32,7.0,0.271505376344086,0.340632603406326
102865,altuvjo01,2017,HOU,153,590,112,204,81.0,58,9.0,0.34576271186440677,0.4124809741248097
102877,anderti01,2017,CHA,146,587,72,151,56.0,13,3.0,0.2572402044293015,0.2769485903814262
102880,andruel01,2017,TEX,158,643,100,191,88.0,38,3.0,0.29704510108864696,0.3391812865497076
102882,aokino01,2017,HOU,71,202,28,55,19.0,15,2.0,0.2722772277227723,0.3287671232876712
102888,arciaor01,2017,MIL,153,506,56,140,53.0,36,1.0,0.2766798418972332,0.3259668508287293
102889,arenano01,2017,COL,159,606,100,187,130.0,62,4.0,0.3085808580858086,0.37648809523809523
102897,asuajca01,2017,SDN,89,307,28,83,21.0,28,2.0,0.2703583061889251,0.3353115727002967
102899,avilaal01,2017,DET,77,219,30,60,32.0,43,1.0,0.273972602739726,0.39543726235741444
102904,aybarer01,2017,SDN,108,333,37,78,22.0,28,4.0,0.23423423423423423,0.3013698630136986
102906,baezja01,2017,CHN,145,469,75,128,75.0,30,1.0,0.27292110874200426,0.318
102913,barneau01,2017,LAN,102,218,35,63,38.0,39,5.0,0.2889908256880734,0.4083969465648855
102914,barneda01,2017,TOR,129,336,34,78,25.0,18,2.0,0.23214285714285715,0.2752808988764045
102919,barnhtu01,2017,CIN,121,370,26,100,44.0,42,3.0,0.2702702702702703,0.3493975903614458
102927,bautijo02,2017,TOR,157,587,92,119,65.0,84,8.0,0.20272572402044292,0.31075110456553756
102932,beckhti01,2017,TBA,87,317,31,82,36.0,24,2.0,0.2586750788643533,0.31486880466472306
102933,beckhti01,2017,BAL,50,216,36,66,26.0,12,2.0,0.3055555555555556,0.34782608695652173
102938,bellico01,2017,LAN,132,480,87,128,97.0,64,1.0,0.26666666666666666,0.3541284403669725
102939,belljo02,2017,PIT,159,549,75,140,90.0,66,1.0,0.2550091074681239,0.336038961038961
102940,beltbr01,2017,SFN,104,382,63,92,51.0,66,2.0,0.24083769633507854,0.35555555555555557
102941,beltrad01,2017,TEX,94,340,47,106,71.0,39,4.0,0.31176470588235294,0.38903394255874674
102942,beltrca01,2017,HOU,129,467,60,108,51.0,33,3.0,0.23126338329764454,0.28628230616302186
102943,beninan01,2017,BOS,151,573,84,155,90.0,70,6.0,0.2705061082024433,0.3559322033898305
102952,bettsmo01,2017,BOS,153,628,101,166,102.0,77,2.0,0.2643312101910828,0.3465346534653465
102957,blackch02,2017,COL,159,644,137,213,104.0,65,10.0,0.3307453416149068,0.40055632823365783
102961,blancgr01,2017,ARI,90,224,43,55,13.0,31,0.0,0.24553571428571427,0.33725490196078434
102967,bogaexa01,2017,BOS,148,571,94,156,62.0,56,6.0,0.2732049036777583,0.344391785150079
102970,bonifjo01,2017,KCA,113,384,55,98,40.0,35,2.0,0.2552083333333333,0.32066508313539194
102976,bourju01,2017,MIA,108,377,52,109,83.0,47,1.0,0.2891246684350133,0.36941176470588233
102985,bradlja02,2017,BOS,133,482,58,118,63.0,48,9.0,0.24481327800829875,0.3246753246753247
102987,brantmi02,2017,CLE,90,338,47,101,52.0,31,2.0,0.2988165680473373,0.3611859838274933
102990,braunry02,2017,MIL,104,380,58,102,52.0,38,3.0,0.26842105263157895,0.33966745843230406
102992,bregmal01,2017,HOU,155,556,88,158,71.0,55,7.0,0.2841726618705036,0.3559870550161812
103001,broxtke01,2017,MIL,143,414,66,91,49.0,40,7.0,0.21980676328502416,0.2993492407809111
103002,bruceja01,2017,NYN,103,406,61,104,75.0,39,1.0,0.2561576354679803,0.32286995515695066
103005,bryankr01,2017,CHN,151,549,111,162,73.0,95,15.0,0.29508196721311475,0.41274658573596357
103019,buxtoby01,2017,MIN,140,462,69,117,51.0,38,4.0,0.2532467532467532,0.31547619047619047
103020,cabreas01,2017,NYN,135,479,66,134,59.0,50,5.0,0.2797494780793319,0.3539325842696629
103021,cabreme01,2017,CHA,98,397,54,117,56.0,25,1.0,0.2947103274559194,0.3380614657210402
103022,cabreme01,2017,KCA,58,223,24,60,29.0,11,1.0,0.26905829596412556,0.30638297872340425
103023,cabremi01,2017,DET,130,469,50,117,60.0,54,3.0,0.24946695095948826,0.33079847908745247
103026,cainlo01,2017,KCA,155,584,86,175,49.0,54,5.0,0.2996575342465753,0.36391912908242613
103028,calhoko01,2017,LAA,155,569,77,139,71.0,71,8.0,0.24428822495606328,0.33641975308641975
103032,camarjo01,2017,ATL,82,241,30,72,27.0,12,0.0,0.2987551867219917,0.33201581027667987
103037,canoro01,2017,SEA,150,592,79,166,97.0,49,4.0,0.28040540540540543,0.3395348837209302
103042,carpema01,2017,SLN,145,497,91,120,69.0,109,9.0,0.2414486921529175,0.38699186991869916
103044,carreez01,2017,TOR,131,287,38,81,20.0,30,3.0,0.28222996515679444,0.35625
103048,casteni01,2017,DET,157,614,73,167,101.0,41,5.0,0.2719869706840391,0.32272727272727275
103051,castiwe01,2017,BAL,96,341,44,96,53.0,22,0.0,0.28152492668621704,0.325068870523416
103052,castrja01,2017,MIN,110,356,49,86,47.0,45,4.0,0.24157303370786518,0.3333333333333333
103055,castrst01,2017,NYA,112,443,66,133,63.0,23,4.0,0.3002257336343115,0.3404255319148936
103061,cervefr01,2017,PIT,81,265,31,66,31.0,32,6.0,0.2490566037735849,0.3432343234323432
103063,cespeyo01,2017,NYN,81,291,46,85,42.0,26,2.0,0.2920962199312715,0.3542319749216301
103069,chapmma01,2017,OAK,84,290,39,68,40.0,32,2.0,0.23448275862068965,0.3148148148148148
103073,chiriro01,2017,TEX,88,263,46,67,38.0,34,10.0,0.25475285171102663,0.36156351791530944
103074,chiselo01,2017,CLE,82,236,34,68,53.0,25,3.0,0.288135593220339,0.36363636363636365
103076,choosh01,2017,TEX,149,544,96,142,78.0,77,7.0,0.2610294117647059,0.35987261146496813
103101,confomi01,2017,NYN,109,373,72,104,68.0,57,8.0,0.27882037533512066,0.3858447488584475
103103,contrwi01,2017,CHN,117,377,50,104,74.0,45,3.0,0.27586206896551724,0.35764705882352943
103107,cordoal01,2017,SDN,100,202,17,42,15.0,18,4.0,0.2079207920792079,0.2857142857142857
103108,correca01,2017,HOU,109,422,82,133,84.0,53,2.0,0.31516587677725116,0.3941299790356394
103114,cozarza01,2017,CIN,122,438,80,130,63.0,62,3.0,0.2968036529680365,0.38767395626242546
103115,crawfbr01,2017,SFN,144,518,58,131,77.0,42,1.0,0.2528957528957529,0.31016042780748665
103120,croncj01,2017,LAA,100,339,39,84,56.0,22,7.0,0.24778761061946902,0.3070652173913043
103121,cruzne02,2017,SEA,155,556,91,160,119.0,70,12.0,0.28776978417266186,0.3793103448275862
103133,darnatr01,2017,NYN,112,348,39,85,57.0,23,2.0,0.2442528735632184,0.2949061662198391
103136,davidma02,2017,CHA,118,414,43,91,68.0,19,5.0,0.21980676328502416,0.2625570776255708
103138,davisch02,2017,BAL,128,456,65,98,61.0,61,3.0,0.2149122807017544,0.31153846153846154
103140,daviskh01,2017,OAK,153,566,91,140,110.0,73,6.0,0.24734982332155478,0.3395348837209302
103141,davisra01,2017,OAK,100,300,49,70,18.0,26,0.0,0.23333333333333334,0.294478527607362
103151,dejonpa01,2017,SLN,108,417,55,119,65.0,21,4.0,0.2853717026378897,0.3257918552036199
103159,descada01,2017,ARI,131,344,47,80,51.0,48,4.0,0.23255813953488372,0.3333333333333333
103160,deshide02,2017,TEX,120,376,75,101,22.0,44,3.0,0.26861702127659576,0.34988179669030733
103161,desmoia01,2017,COL,95,339,47,93,40.0,24,4.0,0.2743362831858407,0.329700272479564
103164,deverra01,2017,BOS,58,222,34,63,30.0,18,0.0,0.28378378378378377,0.3375
103165,diazal02,2017,SLN,79,286,31,74,20.0,13,0.0,0.25874125874125875,0.2909698996655518
103173,dickeco01,2017,TBA,150,588,84,166,62.0,35,3.0,0.282312925170068,0.3258785942492013
103177,dietrde01,2017,MIA,135,406,56,101,53.0,36,18.0,0.24876847290640394,0.33695652173913043
103178,difowi01,2017,WAS,124,332,47,90,21.0,24,1.0,0.2710843373493976,0.32212885154061627
103179,donaljo02,2017,TOR,113,415,65,112,78.0,76,3.0,0.26987951807228916,0.3866396761133603
103182,doziebr01,2017,MIN,152,617,106,167,93.0,78,8.0,0.2706645056726094,0.35988620199146515
103186,drurybr01,2017,ARI,135,445,41,119,63.0,28,5.0,0.26741573033707866,0.3179916317991632
103187,dudalu01,2017,NYN,75,252,30,62,37.0,37,2.0,0.24603174603174602,0.3470790378006873
103195,duvalad01,2017,CIN,157,587,78,146,99.0,39,10.0,0.24872231686541738,0.30660377358490565
103196,dysonja01,2017,SEA,111,346,56,87,30.0,28,10.0,0.2514450867052023,0.3255208333333333
103208,ellsbja01,2017,NYA,112,356,65,94,39.0,41,5.0,0.2640449438202247,0.3482587064676617
103209,encared01,2017,CLE,157,554,96,143,107.0,104,5.0,0.2581227436823105,0.38009049773755654
103210,engelad01,2017,CHA,97,301,34,50,21.0,19,8.0,0.16611295681063123,0.2347560975609756
103214,escobal02,2017,KCA,162,599,71,150,54.0,15,4.0,0.25041736227045075,0.27346278317152106
103215,escobed01,2017,MIN,129,457,62,116,73.0,33,5.0,0.2538293216630197,0.3111111111111111
103216,escobyu01,2017,LAA,89,350,43,96,31.0,29,2.0,0.2742857142857143,0.3333333333333333
103217,espinda01,2017,LAA,77,228,27,37,29.0,19,4.0,0.16228070175438597,0.23904382470119523
103253,florewi01,2017,NYN,110,336,42,91,52.0,17,3.0,0.2708333333333333,0.31179775280898875
103256,flowety01,2017,ATL,99,317,41,89,49.0,31,20.0,0.2807570977917981,0.3804347826086957
103261,forsylo01,2017,LAN,119,361,56,81,36.0,69,4.0,0.22437673130193905,0.3548387096774194
103262,fowlede01,2017,SLN,118,420,68,111,64.0,63,4.0,0.2642857142857143,0.3655030800821355
103264,francma02,2017,PHI,154,575,66,132,76.0,41,2.0,0.22956521739130434,0.28317152103559873
103268,fraziad01,2017,PIT,121,406,55,112,53.0,36,8.0,0.27586206896551724,0.3466666666666667
103270,frazito01,2017,CHA,81,280,41,58,44.0,48,4.0,0.20714285714285716,0.3313253012048193
103273,freemfr01,2017,ATL,117,440,84,135,71.0,65,7.0,0.3068181818181818,0.404296875
103278,freesda01,2017,PIT,130,426,44,112,52.0,58,15.0,0.26291079812206575,0.37074148296593185
103291,gallojo01,2017,TEX,145,449,85,94,80.0,75,8.0,0.20935412026726058,0.33270676691729323
103292,galvifr01,2017,PHI,162,608,71,155,61.0,45,4.0,0.25493421052631576,0.3105022831050228
103293,gamelbe01,2017,SEA,134,509,68,140,59.0,36,1.0,0.275049115913556,0.3241758241758242
103296,garciav01,2017,CHA,136,518,75,171,80.0,33,9.0,0.3301158301158301,0.38035714285714284
103297,garcigr01,2017,SLN,133,241,27,61,20.0,37,6.0,0.25311203319502074,0.36619718309859156
103303,garcile02,2017,CHA,87,300,41,81,33.0,13,8.0,0.27,0.3177570093457944
103308,gardnbr01,2017,NYA,151,594,96,157,63.0,72,8.0,0.26430976430976433,0.3516320474777448
103316,gattiev01,2017,HOU,84,300,41,79,55.0,18,4.0,0.2633333333333333,0.3136645962732919
103323,gennesc01,2017,CIN,141,461,80,136,97.0,30,4.0,0.2950108459869848,0.3434343434343434
103340,goinsry01,2017,TOR,143,418,37,99,62.0,31,0.0,0.23684210526315788,0.289532293986637
103342,goldspa01,2017,ARI,155,558,117,166,120.0,94,8.0,0.2974910394265233,0.40606060606060607
103343,gomesya01,2017,CLE,105,341,43,79,56.0,31,8.0,0.2316715542521994,0.3105263157894737
103344,gomezca01,2017,TEX,105,368,51,94,51.0,31,19.0,0.2554347826086957,0.3444976076555024
103348,gonzaad01,2017,LAN,71,231,14,56,30.0,16,0.0,0.24242424242424243,0.291497975708502
103349,gonzaca01,2017,COL,136,470,72,123,57.0,56,2.0,0.26170212765957446,0.3428030303030303
103352,gonzama01,2017,HOU,134,455,67,138,90.0,49,6.0,0.3032967032967033,0.3784313725490196
103358,goodwbr01,2017,WAS,74,251,41,63,30.0,23,1.0,0.250996015936255,0.31636363636363635
103360,gordoal01,2017,KCA,148,476,52,99,45.0,45,14.0,0.20798319327731093,0.2953271028037383
103361,gordode01,2017,MIA,158,653,114,201,33.0,25,10.0,0.30781010719754975,0.3430232558139535
103368,gourryu01,2017,HOU,139,529,69,158,75.0,22,7.0,0.29867674858223064,0.33512544802867383
103370,grandcu01,2017,NYN,111,337,58,77,52.0,53,2.0,0.228486646884273,0.336734693877551
103372,grandya01,2017,LAN,129,438,50,108,58.0,40,0.0,0.2465753424657534,0.30962343096234307
103383,gregodi01,2017,NYA,136,534,73,153,87.0,25,3.0,0.28651685393258425,0.3220640569395018
103385,grichra01,2017,SLN,122,412,53,98,59.0,26,2.0,0.23786407766990292,0.2863636363636364
103390,grossro01,2017,MIN,119,382,62,94,45.0,67,3.0,0.24607329842931938,0.36283185840707965
103401,gyorkje01,2017,SLN,125,426,52,116,67.0,47,1.0,0.27230046948356806,0.3459915611814346
103406,hamilbi02,2017,CIN,139,582,85,144,38.0,44,0.0,0.24742268041237114,0.3003194888178914
103409,hanigmi01,2017,SEA,96,369,58,104,47.0,31,9.0,0.28184281842818426,0.35207823960880197
103414,happia01,2017,CHN,115,364,62,92,68.0,39,4.0,0.25274725274725274,0.3316953316953317
103417,hardyjj01,2017,BAL,73,254,24,55,24.0,12,1.0,0.21653543307086615,0.2546816479400749
103418,harpebr03,2017,WAS,111,420,95,134,87.0,68,1.0,0.319047619047619,0.41513292433537835
103420,harrijo05,2017,PIT,128,486,66,132,47.0,28,23.0,0.2716049382716049,0.3407821229050279
103429,headlch01,2017,NYA,147,512,77,140,61.0,60,6.0,0.2734375,0.356401384083045
103430,healyry01,2017,OAK,149,576,66,156,78.0,23,4.0,0.2708333333333333,0.3034825870646766
103433,hechaad01,2017,TBA,77,265,29,68,24.0,12,1.0,0.25660377358490566,0.29136690647482016
103434,hedgeau01,2017,SDN,120,387,36,83,55.0,23,3.0,0.2144702842377261,0.2639225181598063
103442,heredgu01,2017,SEA,123,386,43,96,24.0,27,11.0,0.24870466321243523,0.3160377358490566
103444,hernace02,2017,PHI,128,511,85,150,34.0,61,4.0,0.29354207436399216,0.3732638888888889
103447,hernaen02,2017,LAN,140,297,46,64,37.0,41,0.0,0.21548821548821548,0.3106508875739645
103449,hernago01,2017,SFN,128,310,40,79,22.0,31,3.0,0.25483870967741934,0.32848837209302323
103454,herreod01,2017,PHI,138,526,67,148,56.0,31,4.0,0.2813688212927757,0.32620320855614976
103456,herrmch01,2017,ARI,106,226,35,41,27.0,29,0.0,0.18141592920353983,0.27450980392156865
103459,heywaja01,2017,CHN,126,432,59,112,59.0,41,3.0,0.25925925925925924,0.3277310924369748
103460,hicksaa01,2017,NYA,88,301,54,80,52.0,51,3.0,0.26578073089701,0.37746478873239436
103471,hollima01,2017,NYA,105,373,50,86,64.0,46,3.0,0.23056300268096513,0.31990521327014215
103476,hosmeer01,2017,KCA,162,603,98,192,94.0,66,0.0,0.31840796019900497,0.38565022421524664
103486,hundlni01,2017,SFN,101,287,27,70,35.0,12,0.0,0.24390243902439024,0.27424749163879597
103490,iannech01,2017,ARI,89,272,38,69,43.0,37,6.0,0.2536764705882353,0.35555555555555557
103491,iglesjo01,2017,DET,130,463,56,118,54.0,21,1.0,0.2548596112311015,0.28865979381443296
103493,inciaen01,2017,ATL,157,662,93,201,57.0,49,0.0,0.30362537764350456,0.35161744022503516
103496,jacksau01,2017,CLE,85,280,46,89,35.0,33,1.0,0.31785714285714284,0.39171974522292996
103504,jasojo01,2017,PIT,126,256,28,54,35.0,40,5.0,0.2109375,0.3289036544850498
103506,jayjo02,2017,CHN,141,379,65,112,34.0,37,12.0,0.2955145118733509,0.37616822429906543
103518,jonesad01,2017,BAL,147,597,82,170,73.0,27,7.0,0.2847571189279732,0.3232963549920761
103523,josepca01,2017,BAL,89,254,31,65,28.0,10,1.0,0.2559055118110236,0.28679245283018867
