batter,game_year,inning,H,WH
598265.0,2016.0,1.0,4,4.0
598265.0,2016.0,2.0,31,62.0
598265.0,2016.0,3.0,15,45.0
598265.0,2016.0,4.0,17,68.0
598265.0,2016.0,5.0,17,85.0
598265.0,2016.0,6.0,25,150.0
598265.0,2016.0,7.0,16,112.0
598265.0,2016.0,8.0,15,120.0
598265.0,2016.0,9.0,9,81.0
598265.0,2017.0,1.0,5,5.0
598265.0,2017.0,2.0,20,40.0
598265.0,2017.0,3.0,12,36.0
598265.0,2017.0,4.0,15,60.0
598265.0,2017.0,5.0,19,95.0
598265.0,2017.0,6.0,12,72.0
598265.0,2017.0,7.0,13,91.0
598265.0,2017.0,8.0,14,112.0
598265.0,2017.0,9.0,6,54.0
598265.0,2018.0,1.0,3,3.0
598265.0,2018.0,2.0,14,28.0
598265.0,2018.0,3.0,23,69.0
598265.0,2018.0,4.0,13,52.0
598265.0,2018.0,5.0,15,75.0
598265.0,2018.0,6.0,9,54.0
598265.0,2018.0,7.0,14,98.0
598265.0,2018.0,8.0,14,112.0
598265.0,2018.0,9.0,11,99.0
598271.0,2018.0,5.0,1,5.0
598284.0,2015.0,4.0,1,4.0
598284.0,2015.0,5.0,1,5.0
598284.0,2015.0,6.0,2,12.0
598284.0,2016.0,1.0,1,1.0
598284.0,2016.0,3.0,2,6.0
598284.0,2016.0,5.0,1,5.0
598284.0,2016.0,7.0,2,14.0
598284.0,2016.0,8.0,3,24.0
598284.0,2018.0,1.0,1,1.0
598284.0,2018.0,2.0,3,6.0
598284.0,2018.0,4.0,2,8.0
598284.0,2018.0,5.0,2,10.0
598284.0,2018.0,6.0,2,12.0
598284.0,2018.0,7.0,2,14.0
598284.0,2018.0,8.0,4,32.0
598284.0,2018.0,9.0,1,9.0
599096.0,2015.0,2.0,3,6.0
599096.0,2015.0,3.0,2,6.0
599096.0,2015.0,4.0,3,12.0
599096.0,2015.0,5.0,2,10.0
599096.0,2015.0,6.0,2,12.0
599096.0,2015.0,7.0,4,28.0
599096.0,2015.0,8.0,2,16.0
599096.0,2018.0,3.0,2,6.0
599096.0,2018.0,4.0,1,4.0
599096.0,2018.0,5.0,2,10.0
599096.0,2018.0,6.0,2,12.0
599096.0,2018.0,7.0,3,21.0
599096.0,2018.0,8.0,2,16.0
599096.0,2018.0,9.0,4,36.0
600301.0,2016.0,1.0,3,3.0
600301.0,2016.0,2.0,1,2.0
600301.0,2016.0,4.0,3,12.0
600301.0,2016.0,5.0,1,5.0
600301.0,2016.0,6.0,2,12.0
600301.0,2016.0,7.0,1,7.0
600301.0,2016.0,8.0,3,24.0
600301.0,2016.0,9.0,1,9.0
600301.0,2017.0,1.0,3,3.0
600301.0,2017.0,2.0,5,10.0
600301.0,2017.0,3.0,8,24.0
600301.0,2017.0,4.0,4,16.0
600301.0,2017.0,5.0,6,30.0
600301.0,2017.0,6.0,6,36.0
600301.0,2017.0,7.0,9,63.0
600301.0,2017.0,8.0,3,24.0
600301.0,2017.0,9.0,7,63.0
600301.0,2018.0,3.0,1,3.0
600301.0,2018.0,5.0,2,10.0
600301.0,2018.0,7.0,1,7.0
600301.0,2018.0,9.0,1,9.0
600303.0,2015.0,1.0,2,2.0
600303.0,2015.0,2.0,1,2.0
600303.0,2015.0,3.0,4,12.0
600303.0,2015.0,4.0,2,8.0
600303.0,2015.0,5.0,4,20.0
600303.0,2015.0,6.0,1,6.0
600303.0,2015.0,7.0,2,14.0
600303.0,2015.0,8.0,1,8.0
600303.0,2016.0,1.0,4,4.0
600303.0,2016.0,2.0,6,12.0
600303.0,2016.0,3.0,3,9.0
600303.0,2016.0,4.0,4,16.0
600303.0,2016.0,5.0,5,25.0
600303.0,2016.0,6.0,4,24.0
600303.0,2016.0,7.0,8,56.0
600303.0,2016.0,8.0,4,32.0
600303.0,2016.0,9.0,2,18.0
600303.0,2017.0,1.0,2,2.0
600303.0,2017.0,2.0,4,8.0
600303.0,2017.0,3.0,5,15.0
600303.0,2017.0,4.0,3,12.0
600303.0,2017.0,5.0,2,10.0
600303.0,2017.0,6.0,3,18.0
600303.0,2017.0,7.0,4,28.0
600303.0,2017.0,8.0,7,56.0
600303.0,2017.0,9.0,6,54.0
600303.0,2018.0,1.0,5,5.0
600303.0,2018.0,2.0,1,2.0
600303.0,2018.0,3.0,3,9.0
600303.0,2018.0,5.0,8,40.0
600303.0,2018.0,6.0,5,30.0
600303.0,2018.0,7.0,12,84.0
600303.0,2018.0,8.0,8,64.0
600303.0,2018.0,9.0,3,27.0
600466.0,2017.0,7.0,3,21.0
600474.0,2015.0,8.0,1,8.0
600474.0,2016.0,2.0,1,2.0
600474.0,2016.0,3.0,1,3.0
600474.0,2016.0,4.0,1,4.0
600474.0,2016.0,5.0,2,10.0
600474.0,2016.0,6.0,1,6.0
600474.0,2016.0,7.0,1,7.0
600474.0,2016.0,8.0,3,24.0
600474.0,2017.0,2.0,1,2.0
600474.0,2017.0,4.0,1,4.0
600474.0,2017.0,5.0,1,5.0
600474.0,2017.0,8.0,1,8.0
600474.0,2017.0,9.0,1,9.0
600474.0,2018.0,2.0,8,16.0
600474.0,2018.0,3.0,3,9.0
600474.0,2018.0,4.0,7,28.0
600474.0,2018.0,5.0,7,35.0
600474.0,2018.0,6.0,2,12.0
600474.0,2018.0,7.0,3,21.0
600474.0,2018.0,8.0,1,8.0
600474.0,2018.0,9.0,1,9.0
600524.0,2016.0,2.0,1,2.0
600524.0,2016.0,6.0,1,6.0
600524.0,2017.0,7.0,2,14.0
600524.0,2017.0,9.0,1,9.0
600524.0,2018.0,1.0,1,1.0
600524.0,2018.0,2.0,12,24.0
600524.0,2018.0,3.0,5,15.0
600524.0,2018.0,4.0,6,24.0
600524.0,2018.0,5.0,9,45.0
600524.0,2018.0,6.0,7,42.0
600524.0,2018.0,7.0,10,70.0
600524.0,2018.0,8.0,6,48.0
600524.0,2018.0,9.0,5,45.0
600526.0,2017.0,5.0,1,5.0
600869.0,2016.0,7.0,1,7.0
600869.0,2017.0,1.0,6,6.0
600869.0,2017.0,2.0,6,12.0
600869.0,2017.0,3.0,2,6.0
600869.0,2017.0,4.0,4,16.0
600869.0,2017.0,5.0,5,25.0
600869.0,2017.0,6.0,5,30.0
600869.0,2017.0,7.0,1,7.0
600869.0,2017.0,8.0,4,32.0
600869.0,2017.0,9.0,3,27.0
600869.0,2018.0,1.0,27,27.0
600869.0,2018.0,2.0,5,10.0
600869.0,2018.0,3.0,14,42.0
600869.0,2018.0,4.0,14,56.0
600869.0,2018.0,5.0,13,65.0
600869.0,2018.0,6.0,13,78.0
600869.0,2018.0,7.0,11,77.0
600869.0,2018.0,8.0,11,88.0
600869.0,2018.0,9.0,10,90.0
600968.0,2018.0,6.0,1,6.0
601713.0,2017.0,2.0,1,2.0
601713.0,2017.0,4.0,1,4.0
601713.0,2017.0,5.0,1,5.0
601713.0,2018.0,2.0,0,0.0
601713.0,2018.0,3.0,1,3.0
601713.0,2018.0,5.0,2,10.0
602115.0,2018.0,4.0,1,4.0
602115.0,2018.0,5.0,1,5.0
602115.0,2018.0,8.0,1,8.0
602922.0,2016.0,2.0,1,2.0
602922.0,2016.0,3.0,1,3.0
602922.0,2016.0,5.0,1,5.0
602922.0,2018.0,1.0,1,1.0
602922.0,2018.0,2.0,2,4.0
602922.0,2018.0,3.0,1,3.0
602922.0,2018.0,4.0,2,8.0
602922.0,2018.0,5.0,2,10.0
602922.0,2018.0,6.0,2,12.0
602922.0,2018.0,7.0,6,42.0
602922.0,2018.0,8.0,4,32.0
602922.0,2018.0,9.0,3,27.0
605113.0,2015.0,1.0,4,4.0
605113.0,2015.0,2.0,14,28.0
605113.0,2015.0,3.0,9,27.0
605113.0,2015.0,4.0,14,56.0
605113.0,2015.0,5.0,15,75.0
605113.0,2015.0,6.0,10,60.0
605113.0,2015.0,7.0,11,77.0
605113.0,2015.0,8.0,10,80.0
605113.0,2015.0,9.0,4,36.0
605113.0,2016.0,1.0,1,1.0
605113.0,2016.0,2.0,9,18.0
605113.0,2016.0,3.0,8,24.0
605113.0,2016.0,4.0,5,20.0
605113.0,2016.0,5.0,5,25.0
605113.0,2016.0,6.0,11,66.0
605113.0,2016.0,7.0,10,70.0
605113.0,2016.0,8.0,8,64.0
605113.0,2016.0,9.0,5,45.0
605113.0,2017.0,1.0,1,1.0
605113.0,2017.0,2.0,6,12.0
605113.0,2017.0,3.0,3,9.0
605113.0,2017.0,4.0,6,24.0
605113.0,2017.0,5.0,4,20.0
605113.0,2017.0,6.0,7,42.0
605113.0,2017.0,7.0,7,49.0
605113.0,2017.0,8.0,6,48.0
605113.0,2017.0,9.0,1,9.0
605113.0,2018.0,1.0,8,8.0
605113.0,2018.0,2.0,16,32.0
605113.0,2018.0,3.0,11,33.0
605113.0,2018.0,4.0,15,60.0
605113.0,2018.0,5.0,13,65.0
605113.0,2018.0,6.0,13,78.0
605113.0,2018.0,7.0,11,77.0
605113.0,2018.0,8.0,23,184.0
605113.0,2018.0,9.0,5,45.0
605119.0,2017.0,1.0,1,1.0
605119.0,2017.0,2.0,5,10.0
605119.0,2017.0,3.0,1,3.0
605119.0,2017.0,4.0,7,28.0
605119.0,2017.0,5.0,2,10.0
605119.0,2017.0,6.0,2,12.0
605119.0,2017.0,8.0,1,8.0
605119.0,2017.0,9.0,3,27.0
605119.0,2018.0,1.0,21,21.0
605119.0,2018.0,2.0,12,24.0
605119.0,2018.0,3.0,14,42.0
605119.0,2018.0,4.0,26,104.0
605119.0,2018.0,5.0,16,80.0
605119.0,2018.0,6.0,18,108.0
605119.0,2018.0,7.0,20,140.0
605119.0,2018.0,8.0,15,120.0
605119.0,2018.0,9.0,13,117.0
605125.0,2015.0,1.0,2,2.0
605125.0,2015.0,2.0,23,46.0
605125.0,2015.0,3.0,4,12.0
605125.0,2015.0,4.0,16,64.0
605125.0,2015.0,5.0,9,45.0
605125.0,2015.0,6.0,14,84.0
605125.0,2015.0,7.0,12,84.0
605125.0,2015.0,8.0,11,88.0
605125.0,2015.0,9.0,11,99.0
605125.0,2016.0,1.0,3,3.0
605125.0,2016.0,2.0,8,16.0
605125.0,2016.0,3.0,3,9.0
605125.0,2016.0,4.0,6,24.0
605125.0,2016.0,5.0,9,45.0
605125.0,2016.0,6.0,3,18.0
605125.0,2016.0,7.0,3,21.0
605125.0,2016.0,8.0,4,32.0
605125.0,2016.0,9.0,2,18.0
605125.0,2017.0,2.0,3,6.0
605125.0,2017.0,4.0,1,4.0
605125.0,2017.0,6.0,1,6.0
605125.0,2017.0,8.0,1,8.0
605131.0,2015.0,5.0,2,10.0
605131.0,2015.0,6.0,1,6.0
605131.0,2015.0,7.0,1,7.0
605131.0,2015.0,8.0,1,8.0
605131.0,2015.0,9.0,1,9.0
605131.0,2016.0,1.0,1,1.0
605131.0,2016.0,2.0,2,4.0
605131.0,2016.0,8.0,1,8.0
605131.0,2017.0,1.0,4,4.0
605131.0,2017.0,2.0,10,20.0
605131.0,2017.0,3.0,7,21.0
605131.0,2017.0,4.0,6,24.0
605131.0,2017.0,5.0,7,35.0
605131.0,2017.0,6.0,10,60.0
605131.0,2017.0,7.0,7,49.0
605131.0,2017.0,8.0,10,80.0
605131.0,2017.0,9.0,10,90.0
605131.0,2018.0,2.0,5,10.0
605131.0,2018.0,3.0,4,12.0
605131.0,2018.0,4.0,10,40.0
605131.0,2018.0,5.0,7,35.0
605131.0,2018.0,6.0,5,30.0
605131.0,2018.0,7.0,5,35.0
605131.0,2018.0,8.0,1,8.0
605131.0,2018.0,9.0,5,45.0
605137.0,2016.0,1.0,8,8.0
605137.0,2016.0,2.0,2,4.0
605137.0,2016.0,3.0,6,18.0
605137.0,2016.0,4.0,4,16.0
605137.0,2016.0,5.0,5,25.0
605137.0,2016.0,6.0,4,24.0
605137.0,2016.0,7.0,3,21.0
605137.0,2016.0,8.0,1,8.0
605137.0,2016.0,9.0,2,18.0
605137.0,2017.0,1.0,16,16.0
605137.0,2017.0,2.0,12,24.0
605137.0,2017.0,3.0,13,39.0
605137.0,2017.0,4.0,21,84.0
605137.0,2017.0,5.0,9,45.0
605137.0,2017.0,6.0,24,144.0
605137.0,2017.0,7.0,11,77.0
605137.0,2017.0,8.0,17,136.0
605137.0,2017.0,9.0,13,117.0
605137.0,2018.0,1.0,14,14.0
605137.0,2018.0,2.0,14,28.0
605137.0,2018.0,3.0,9,27.0
605137.0,2018.0,4.0,16,64.0
605137.0,2018.0,5.0,16,80.0
605137.0,2018.0,6.0,19,114.0
605137.0,2018.0,7.0,15,105.0
605137.0,2018.0,8.0,16,128.0
605137.0,2018.0,9.0,10,90.0
605141.0,2015.0,1.0,30,30.0
605141.0,2015.0,2.0,13,26.0
605141.0,2015.0,3.0,30,90.0
605141.0,2015.0,4.0,9,36.0
605141.0,2015.0,5.0,23,115.0
605141.0,2015.0,6.0,13,78.0
605141.0,2015.0,7.0,22,154.0
605141.0,2015.0,8.0,20,160.0
605141.0,2015.0,9.0,10,90.0
605141.0,2016.0,1.0,50,50.0
605141.0,2016.0,2.0,21,42.0
605141.0,2016.0,3.0,32,96.0
605141.0,2016.0,4.0,13,52.0
605141.0,2016.0,5.0,26,130.0
605141.0,2016.0,6.0,21,126.0
605141.0,2016.0,7.0,17,119.0
605141.0,2016.0,8.0,21,168.0
605141.0,2016.0,9.0,14,126.0
605141.0,2017.0,1.0,30,30.0
605141.0,2017.0,2.0,11,22.0
605141.0,2017.0,3.0,19,57.0
605141.0,2017.0,4.0,16,64.0
605141.0,2017.0,5.0,25,125.0
605141.0,2017.0,6.0,14,84.0
605141.0,2017.0,7.0,16,112.0
605141.0,2017.0,8.0,19,152.0
605141.0,2017.0,9.0,12,108.0
605141.0,2018.0,1.0,38,38.0
605141.0,2018.0,2.0,11,22.0
605141.0,2018.0,3.0,31,93.0
605141.0,2018.0,4.0,12,48.0
605141.0,2018.0,5.0,31,155.0
605141.0,2018.0,6.0,13,78.0
605141.0,2018.0,7.0,23,161.0
605141.0,2018.0,8.0,19,152.0
605141.0,2018.0,9.0,10,90.0
605151.0,2015.0,2.0,1,2.0
605151.0,2015.0,4.0,1,4.0
605151.0,2016.0,2.0,3,6.0
605151.0,2017.0,7.0,1,7.0
605151.0,2017.0,8.0,1,8.0
605164.0,2018.0,5.0,1,5.0
605169.0,2015.0,7.0,1,7.0
605170.0,2017.0,2.0,3,6.0
605170.0,2017.0,4.0,1,4.0
605170.0,2017.0,5.0,2,10.0
605170.0,2017.0,6.0,1,6.0
605170.0,2017.0,7.0,3,21.0
605170.0,2017.0,8.0,3,24.0
605170.0,2017.0,9.0,2,18.0
605170.0,2018.0,1.0,2,2.0
605170.0,2018.0,2.0,6,12.0
605170.0,2018.0,3.0,1,3.0
605170.0,2018.0,4.0,6,24.0
605170.0,2018.0,5.0,6,30.0
605170.0,2018.0,6.0,1,6.0
605170.0,2018.0,7.0,11,77.0
605170.0,2018.0,8.0,3,24.0
605170.0,2018.0,9.0,6,54.0
605183.0,2016.0,2.0,2,4.0
605183.0,2016.0,3.0,3,9.0
605183.0,2016.0,4.0,1,4.0
605183.0,2016.0,5.0,1,5.0
605183.0,2016.0,8.0,2,16.0
605183.0,2016.0,9.0,1,9.0
605200.0,2015.0,4.0,1,4.0
605200.0,2016.0,2.0,1,2.0
605200.0,2016.0,3.0,2,6.0
605200.0,2016.0,5.0,2,10.0
605200.0,2017.0,3.0,5,15.0
605200.0,2017.0,4.0,1,4.0
605200.0,2018.0,3.0,1,3.0
605204.0,2017.0,2.0,1,2.0
605204.0,2017.0,3.0,1,3.0
605204.0,2017.0,4.0,2,8.0
605204.0,2017.0,5.0,3,15.0
605204.0,2017.0,7.0,4,28.0
605204.0,2017.0,8.0,1,8.0
605204.0,2017.0,9.0,1,9.0
605204.0,2018.0,2.0,5,10.0
605204.0,2018.0,3.0,1,3.0
605204.0,2018.0,4.0,3,12.0
605204.0,2018.0,6.0,2,12.0
605204.0,2018.0,7.0,1,7.0
605204.0,2018.0,8.0,2,16.0
605204.0,2018.0,9.0,4,36.0
605222.0,2016.0,3.0,1,3.0
605227.0,2015.0,2.0,2,4.0
605227.0,2015.0,3.0,6,18.0
605227.0,2015.0,4.0,2,8.0
605227.0,2015.0,5.0,3,15.0
605227.0,2015.0,6.0,3,18.0
605227.0,2015.0,7.0,2,14.0
605227.0,2015.0,8.0,5,40.0
605227.0,2015.0,9.0,1,9.0
605227.0,2016.0,4.0,1,4.0
605227.0,2016.0,6.0,1,6.0
605227.0,2016.0,7.0,1,7.0
605227.0,2017.0,2.0,1,2.0
605227.0,2017.0,3.0,1,3.0
605227.0,2017.0,6.0,3,18.0
605227.0,2017.0,7.0,2,14.0
605228.0,2015.0,2.0,1,2.0
605228.0,2015.0,3.0,1,3.0
605228.0,2015.0,5.0,1,5.0
605228.0,2016.0,2.0,3,6.0
605228.0,2016.0,3.0,3,9.0
605228.0,2016.0,4.0,1,4.0
605228.0,2016.0,5.0,3,15.0
605228.0,2016.0,6.0,2,12.0
605232.0,2016.0,2.0,2,4.0
605232.0,2016.0,3.0,1,3.0
605232.0,2016.0,4.0,1,4.0
605232.0,2016.0,5.0,2,10.0
605233.0,2017.0,2.0,2,4.0
605233.0,2017.0,3.0,5,15.0
605233.0,2017.0,4.0,3,12.0
605233.0,2017.0,5.0,3,15.0
605233.0,2017.0,6.0,5,30.0
605233.0,2017.0,7.0,4,28.0
605233.0,2017.0,8.0,7,56.0
605233.0,2017.0,9.0,2,18.0
605233.0,2018.0,2.0,1,2.0
605233.0,2018.0,3.0,2,6.0
605233.0,2018.0,4.0,2,8.0
605233.0,2018.0,5.0,3,15.0
605233.0,2018.0,6.0,2,12.0
605233.0,2018.0,7.0,1,7.0
605233.0,2018.0,8.0,2,16.0
605244.0,2018.0,2.0,3,6.0
605244.0,2018.0,3.0,2,6.0
605244.0,2018.0,4.0,3,12.0
605244.0,2018.0,5.0,1,5.0
605244.0,2018.0,6.0,1,6.0
605244.0,2018.0,7.0,4,28.0
605244.0,2018.0,8.0,3,24.0
605244.0,2018.0,9.0,1,9.0
605253.0,2018.0,9.0,1,9.0
605254.0,2017.0,4.0,1,4.0
605323.0,2015.0,3.0,1,3.0
605323.0,2015.0,5.0,1,5.0
605323.0,2015.0,7.0,3,21.0
605323.0,2015.0,8.0,2,16.0
605347.0,2018.0,7.0,1,7.0
605357.0,2017.0,5.0,1,5.0
605357.0,2017.0,8.0,1,8.0
605357.0,2017.0,9.0,1,9.0
605357.0,2018.0,2.0,1,2.0
605357.0,2018.0,4.0,1,4.0
605357.0,2018.0,5.0,1,5.0
605361.0,2018.0,1.0,5,5.0
605361.0,2018.0,2.0,3,6.0
605361.0,2018.0,3.0,9,27.0
605361.0,2018.0,4.0,7,28.0
605361.0,2018.0,5.0,6,30.0
605361.0,2018.0,6.0,3,18.0
605361.0,2018.0,7.0,5,35.0
605361.0,2018.0,8.0,2,16.0
605361.0,2018.0,9.0,4,36.0
605388.0,2015.0,4.0,1,4.0
605388.0,2015.0,6.0,1,6.0
605388.0,2016.0,5.0,1,5.0
605388.0,2016.0,6.0,2,12.0
605388.0,2017.0,5.0,1,5.0
605397.0,2018.0,3.0,2,6.0
605397.0,2018.0,4.0,1,4.0
605397.0,2018.0,5.0,1,5.0
605397.0,2018.0,6.0,1,6.0
605400.0,2015.0,4.0,1,4.0
605400.0,2015.0,5.0,1,5.0
605400.0,2016.0,2.0,1,2.0
605400.0,2017.0,2.0,1,2.0
605400.0,2017.0,3.0,2,6.0
605400.0,2017.0,6.0,1,6.0
605400.0,2018.0,2.0,1,2.0
605400.0,2018.0,5.0,1,5.0
605400.0,2018.0,7.0,1,7.0
605412.0,2015.0,1.0,27,27.0
605412.0,2015.0,2.0,1,2.0
605412.0,2015.0,3.0,23,69.0
605412.0,2015.0,4.0,6,24.0
605412.0,2015.0,5.0,14,70.0
605412.0,2015.0,6.0,8,48.0
605412.0,2015.0,7.0,12,84.0
605412.0,2015.0,8.0,15,120.0
605412.0,2015.0,9.0,13,117.0
605412.0,2016.0,1.0,14,14.0
605412.0,2016.0,2.0,8,16.0
605412.0,2016.0,3.0,17,51.0
605412.0,2016.0,4.0,17,68.0
605412.0,2016.0,5.0,18,90.0
605412.0,2016.0,6.0,17,102.0
605412.0,2016.0,7.0,7,49.0
605412.0,2016.0,8.0,12,96.0
605412.0,2016.0,9.0,3,27.0
605412.0,2017.0,1.0,23,23.0
605412.0,2017.0,2.0,15,30.0
605412.0,2017.0,3.0,18,54.0
605412.0,2017.0,4.0,12,48.0
605412.0,2017.0,5.0,14,70.0
605412.0,2017.0,6.0,19,114.0
605412.0,2017.0,7.0,12,84.0
605412.0,2017.0,8.0,17,136.0
605412.0,2017.0,9.0,11,99.0
605412.0,2018.0,1.0,15,15.0
605412.0,2018.0,2.0,7,14.0
605412.0,2018.0,3.0,14,42.0
605412.0,2018.0,4.0,10,40.0
605412.0,2018.0,5.0,9,45.0
605412.0,2018.0,6.0,8,48.0
605412.0,2018.0,7.0,9,63.0
605412.0,2018.0,8.0,10,80.0
605412.0,2018.0,9.0,3,27.0
605421.0,2018.0,2.0,3,6.0
605421.0,2018.0,3.0,2,6.0
605421.0,2018.0,4.0,3,12.0
605421.0,2018.0,5.0,5,25.0
605421.0,2018.0,7.0,5,35.0
605421.0,2018.0,8.0,1,8.0
605421.0,2018.0,9.0,2,18.0
605439.0,2015.0,3.0,1,3.0
605439.0,2015.0,6.0,1,6.0
605439.0,2016.0,2.0,1,2.0
605439.0,2016.0,3.0,1,3.0
605439.0,2016.0,5.0,1,5.0
605439.0,2016.0,6.0,1,6.0
605439.0,2018.0,8.0,1,8.0
605439.0,2018.0,9.0,1,9.0
605446.0,2018.0,5.0,2,10.0
605446.0,2018.0,7.0,1,7.0
605452.0,2015.0,3.0,1,3.0
605452.0,2015.0,4.0,1,4.0
605452.0,2015.0,7.0,1,7.0
605452.0,2016.0,1.0,1,1.0
605452.0,2016.0,2.0,2,4.0
605452.0,2016.0,3.0,2,6.0
605452.0,2016.0,5.0,1,5.0
605452.0,2016.0,6.0,1,6.0
605452.0,2016.0,7.0,2,14.0
605452.0,2017.0,1.0,1,1.0
605452.0,2017.0,2.0,3,6.0
605452.0,2017.0,3.0,1,3.0
605452.0,2017.0,6.0,1,6.0
605474.0,2018.0,2.0,2,4.0
605474.0,2018.0,4.0,1,4.0
605480.0,2016.0,1.0,1,1.0
605480.0,2016.0,2.0,8,16.0
605480.0,2016.0,3.0,6,18.0
605480.0,2016.0,4.0,2,8.0
605480.0,2016.0,5.0,4,20.0
605480.0,2016.0,6.0,11,66.0
605480.0,2016.0,7.0,5,35.0
605480.0,2016.0,8.0,3,24.0
605480.0,2016.0,9.0,2,18.0
605480.0,2017.0,1.0,6,6.0
605480.0,2017.0,2.0,7,14.0
605480.0,2017.0,3.0,10,30.0
605480.0,2017.0,4.0,11,44.0
605480.0,2017.0,5.0,9,45.0
605480.0,2017.0,6.0,5,30.0
605480.0,2017.0,7.0,8,56.0
605480.0,2017.0,8.0,9,72.0
605480.0,2017.0,9.0,3,27.0
605480.0,2018.0,1.0,16,16.0
605480.0,2018.0,2.0,13,26.0
605480.0,2018.0,3.0,17,51.0
605480.0,2018.0,4.0,19,76.0
605480.0,2018.0,5.0,20,100.0
605480.0,2018.0,6.0,10,60.0
605480.0,2018.0,7.0,14,98.0
605480.0,2018.0,8.0,21,168.0
605480.0,2018.0,9.0,11,99.0
605486.0,2015.0,1.0,8,8.0
605486.0,2015.0,2.0,11,22.0
605486.0,2015.0,3.0,7,21.0
605486.0,2015.0,4.0,11,44.0
605486.0,2015.0,5.0,11,55.0
605486.0,2015.0,6.0,11,66.0
605486.0,2015.0,7.0,6,42.0
605486.0,2015.0,8.0,13,104.0
605486.0,2015.0,9.0,2,18.0
605486.0,2016.0,1.0,2,2.0
605486.0,2016.0,3.0,2,6.0
605486.0,2016.0,4.0,3,12.0
605486.0,2016.0,6.0,1,6.0
605486.0,2016.0,8.0,1,8.0
605486.0,2016.0,9.0,2,18.0
605486.0,2017.0,1.0,12,12.0
605486.0,2017.0,2.0,13,26.0
605486.0,2017.0,3.0,9,27.0
605486.0,2017.0,4.0,15,60.0
605486.0,2017.0,5.0,10,50.0
605486.0,2017.0,6.0,14,84.0
605486.0,2017.0,7.0,16,112.0
605486.0,2017.0,8.0,11,88.0
605486.0,2017.0,9.0,14,126.0
605486.0,2018.0,1.0,4,4.0
605486.0,2018.0,2.0,13,26.0
605486.0,2018.0,3.0,7,21.0
605486.0,2018.0,4.0,5,20.0
605486.0,2018.0,5.0,8,40.0
605486.0,2018.0,6.0,8,48.0
605486.0,2018.0,7.0,5,35.0
605486.0,2018.0,8.0,10,80.0
605486.0,2018.0,9.0,7,63.0
605498.0,2018.0,3.0,1,3.0
605498.0,2018.0,4.0,1,4.0
605498.0,2018.0,5.0,1,5.0
605508.0,2016.0,3.0,1,3.0
605508.0,2018.0,2.0,6,12.0
605508.0,2018.0,3.0,4,12.0
605508.0,2018.0,5.0,4,20.0
605508.0,2018.0,6.0,5,30.0
605508.0,2018.0,7.0,5,35.0
605508.0,2018.0,8.0,1,8.0
605508.0,2018.0,9.0,3,27.0
605509.0,2015.0,1.0,6,6.0
605509.0,2015.0,2.0,7,14.0
605509.0,2015.0,3.0,8,24.0
605509.0,2015.0,4.0,7,28.0
605509.0,2015.0,5.0,7,35.0
605509.0,2015.0,6.0,3,18.0
605509.0,2015.0,7.0,5,35.0
605509.0,2015.0,8.0,6,48.0
605509.0,2015.0,9.0,2,18.0
605509.0,2016.0,1.0,1,1.0
605509.0,2016.0,2.0,5,10.0
605509.0,2016.0,3.0,2,6.0
605509.0,2016.0,4.0,3,12.0
605509.0,2016.0,5.0,2,10.0
605509.0,2016.0,6.0,2,12.0
605509.0,2016.0,7.0,4,28.0
605509.0,2016.0,8.0,6,48.0
605509.0,2016.0,9.0,4,36.0
605509.0,2017.0,1.0,4,4.0
605509.0,2017.0,3.0,9,27.0
605509.0,2017.0,4.0,5,20.0
605509.0,2017.0,5.0,3,15.0
605509.0,2017.0,6.0,4,24.0
605509.0,2017.0,7.0,5,35.0
605509.0,2017.0,8.0,9,72.0
605509.0,2017.0,9.0,8,72.0
605509.0,2018.0,2.0,2,4.0
605509.0,2018.0,3.0,4,12.0
605509.0,2018.0,4.0,2,8.0
605509.0,2018.0,5.0,4,20.0
605509.0,2018.0,6.0,6,36.0
605509.0,2018.0,7.0,3,21.0
605509.0,2018.0,8.0,5,40.0
605509.0,2018.0,9.0,1,9.0
605512.0,2015.0,1.0,8,8.0
605512.0,2015.0,2.0,7,14.0
605512.0,2015.0,3.0,9,27.0
605512.0,2015.0,4.0,9,36.0
605512.0,2015.0,5.0,9,45.0
605512.0,2015.0,6.0,12,72.0
605512.0,2015.0,7.0,4,28.0
605512.0,2015.0,8.0,9,72.0
605512.0,2015.0,9.0,5,45.0
605512.0,2016.0,1.0,1,1.0
605512.0,2016.0,2.0,5,10.0
605512.0,2016.0,3.0,2,6.0
605512.0,2016.0,4.0,1,4.0
605512.0,2016.0,5.0,5,25.0
605512.0,2016.0,6.0,1,6.0
605512.0,2016.0,7.0,1,7.0
605512.0,2016.0,8.0,1,8.0
605512.0,2016.0,9.0,5,45.0
605512.0,2018.0,1.0,5,5.0
605512.0,2018.0,2.0,5,10.0
605512.0,2018.0,3.0,3,9.0
605512.0,2018.0,4.0,5,20.0
605512.0,2018.0,5.0,3,15.0
605512.0,2018.0,7.0,4,28.0
605512.0,2018.0,8.0,6,48.0
605512.0,2018.0,9.0,7,63.0
605520.0,2018.0,8.0,1,8.0
605538.0,2015.0,3.0,3,9.0
605538.0,2015.0,4.0,1,4.0
605538.0,2016.0,2.0,2,4.0
605538.0,2016.0,3.0,4,12.0
605538.0,2016.0,4.0,1,4.0
