batter,game_year,inning,H,WH
112526.0,2015.0,2.0,1,2.0
112526.0,2015.0,3.0,1,3.0
112526.0,2015.0,4.0,2,8.0
112526.0,2015.0,5.0,3,15.0
112526.0,2015.0,7.0,1,7.0
112526.0,2016.0,2.0,1,2.0
112526.0,2016.0,3.0,1,3.0
112526.0,2016.0,5.0,2,10.0
112526.0,2016.0,6.0,1,6.0
116338.0,2015.0,1.0,20,20.0
116338.0,2015.0,2.0,9,18.0
116338.0,2015.0,3.0,18,54.0
116338.0,2015.0,4.0,12,48.0
116338.0,2015.0,5.0,15,75.0
116338.0,2015.0,6.0,16,96.0
116338.0,2015.0,7.0,15,105.0
116338.0,2015.0,8.0,10,80.0
116338.0,2015.0,9.0,8,72.0
120074.0,2015.0,1.0,28,28.0
120074.0,2015.0,2.0,13,26.0
120074.0,2015.0,3.0,20,60.0
120074.0,2015.0,4.0,19,76.0
120074.0,2015.0,5.0,12,60.0
120074.0,2015.0,6.0,24,144.0
120074.0,2015.0,7.0,8,56.0
120074.0,2015.0,8.0,10,80.0
120074.0,2015.0,9.0,8,72.0
120074.0,2016.0,1.0,37,37.0
120074.0,2016.0,2.0,5,10.0
120074.0,2016.0,3.0,21,63.0
120074.0,2016.0,4.0,21,84.0
120074.0,2016.0,5.0,15,75.0
120074.0,2016.0,6.0,14,84.0
120074.0,2016.0,7.0,18,126.0
120074.0,2016.0,8.0,20,160.0
120074.0,2016.0,9.0,15,135.0
121347.0,2015.0,1.0,26,26.0
121347.0,2015.0,2.0,9,18.0
121347.0,2015.0,3.0,14,42.0
121347.0,2015.0,4.0,10,40.0
121347.0,2015.0,5.0,16,80.0
121347.0,2015.0,6.0,15,90.0
121347.0,2015.0,7.0,17,119.0
121347.0,2015.0,8.0,11,88.0
121347.0,2015.0,9.0,11,99.0
121347.0,2016.0,1.0,7,7.0
121347.0,2016.0,2.0,5,10.0
121347.0,2016.0,3.0,6,18.0
121347.0,2016.0,4.0,8,32.0
121347.0,2016.0,5.0,4,20.0
121347.0,2016.0,6.0,3,18.0
121347.0,2016.0,7.0,7,49.0
121347.0,2016.0,8.0,1,8.0
121347.0,2016.0,9.0,4,36.0
133380.0,2015.0,1.0,12,12.0
133380.0,2015.0,2.0,15,30.0
133380.0,2015.0,3.0,8,24.0
133380.0,2015.0,4.0,18,72.0
133380.0,2015.0,5.0,15,75.0
133380.0,2015.0,6.0,9,54.0
133380.0,2015.0,7.0,16,112.0
133380.0,2015.0,8.0,12,96.0
133380.0,2015.0,9.0,10,90.0
134181.0,2015.0,1.0,31,31.0
134181.0,2015.0,2.0,9,18.0
134181.0,2015.0,3.0,23,69.0
134181.0,2015.0,4.0,21,84.0
134181.0,2015.0,5.0,21,105.0
134181.0,2015.0,6.0,19,114.0
134181.0,2015.0,7.0,17,119.0
134181.0,2015.0,8.0,11,88.0
134181.0,2015.0,9.0,14,126.0
134181.0,2016.0,1.0,23,23.0
134181.0,2016.0,2.0,18,36.0
134181.0,2016.0,3.0,19,57.0
134181.0,2016.0,4.0,18,72.0
134181.0,2016.0,5.0,14,70.0
134181.0,2016.0,6.0,23,138.0
134181.0,2016.0,7.0,21,147.0
134181.0,2016.0,8.0,28,224.0
134181.0,2016.0,9.0,12,108.0
134181.0,2017.0,1.0,17,17.0
134181.0,2017.0,2.0,13,26.0
134181.0,2017.0,3.0,9,27.0
134181.0,2017.0,4.0,15,60.0
134181.0,2017.0,5.0,9,45.0
134181.0,2017.0,6.0,20,120.0
134181.0,2017.0,7.0,5,35.0
134181.0,2017.0,8.0,7,56.0
134181.0,2017.0,9.0,9,81.0
134181.0,2018.0,1.0,13,13.0
134181.0,2018.0,2.0,13,26.0
134181.0,2018.0,3.0,10,30.0
134181.0,2018.0,4.0,19,76.0
134181.0,2018.0,5.0,5,25.0
134181.0,2018.0,6.0,15,90.0
134181.0,2018.0,7.0,13,91.0
134181.0,2018.0,8.0,19,152.0
134181.0,2018.0,9.0,9,81.0
136860.0,2015.0,1.0,19,19.0
136860.0,2015.0,2.0,14,28.0
136860.0,2015.0,3.0,8,24.0
136860.0,2015.0,4.0,19,76.0
136860.0,2015.0,5.0,15,75.0
136860.0,2015.0,6.0,18,108.0
136860.0,2015.0,7.0,16,112.0
136860.0,2015.0,8.0,16,128.0
136860.0,2015.0,9.0,5,45.0
136860.0,2016.0,1.0,30,30.0
136860.0,2016.0,2.0,9,18.0
136860.0,2016.0,3.0,22,66.0
136860.0,2016.0,4.0,20,80.0
136860.0,2016.0,5.0,18,90.0
136860.0,2016.0,6.0,22,132.0
136860.0,2016.0,7.0,15,105.0
136860.0,2016.0,8.0,15,120.0
136860.0,2016.0,9.0,12,108.0
136860.0,2017.0,1.0,9,9.0
136860.0,2017.0,2.0,18,36.0
136860.0,2017.0,3.0,6,18.0
136860.0,2017.0,4.0,16,64.0
136860.0,2017.0,5.0,11,55.0
136860.0,2017.0,6.0,7,42.0
136860.0,2017.0,7.0,12,84.0
136860.0,2017.0,8.0,16,128.0
136860.0,2017.0,9.0,14,126.0
150029.0,2015.0,1.0,8,8.0
150029.0,2015.0,2.0,4,8.0
150029.0,2015.0,3.0,11,33.0
150029.0,2015.0,4.0,10,40.0
150029.0,2015.0,5.0,6,30.0
150029.0,2015.0,6.0,10,60.0
150029.0,2015.0,7.0,4,28.0
150029.0,2015.0,8.0,8,64.0
150029.0,2015.0,9.0,9,81.0
150029.0,2016.0,1.0,27,27.0
150029.0,2016.0,2.0,8,16.0
150029.0,2016.0,3.0,13,39.0
150029.0,2016.0,4.0,10,40.0
150029.0,2016.0,5.0,17,85.0
150029.0,2016.0,6.0,11,66.0
150029.0,2016.0,7.0,14,98.0
150029.0,2016.0,8.0,18,144.0
150029.0,2016.0,9.0,13,117.0
150029.0,2017.0,1.0,7,7.0
150029.0,2017.0,2.0,7,14.0
150029.0,2017.0,3.0,4,12.0
150029.0,2017.0,4.0,11,44.0
150029.0,2017.0,5.0,7,35.0
150029.0,2017.0,6.0,9,54.0
150029.0,2017.0,7.0,7,49.0
150029.0,2017.0,8.0,4,32.0
150029.0,2017.0,9.0,4,36.0
150212.0,2015.0,1.0,13,13.0
150212.0,2015.0,2.0,5,10.0
150212.0,2015.0,3.0,7,21.0
150212.0,2015.0,4.0,20,80.0
150212.0,2015.0,5.0,10,50.0
150212.0,2015.0,6.0,18,108.0
150212.0,2015.0,7.0,7,49.0
150212.0,2015.0,8.0,12,96.0
150212.0,2015.0,9.0,6,54.0
150229.0,2015.0,1.0,12,12.0
150229.0,2015.0,2.0,20,40.0
150229.0,2015.0,3.0,9,27.0
150229.0,2015.0,4.0,24,96.0
150229.0,2015.0,5.0,8,40.0
150229.0,2015.0,6.0,18,108.0
150229.0,2015.0,7.0,8,56.0
150229.0,2015.0,8.0,8,64.0
150229.0,2015.0,9.0,13,117.0
150229.0,2016.0,1.0,2,2.0
150229.0,2016.0,2.0,9,18.0
150229.0,2016.0,3.0,4,12.0
150229.0,2016.0,4.0,8,32.0
150229.0,2016.0,5.0,5,25.0
150229.0,2016.0,6.0,6,36.0
150229.0,2016.0,7.0,7,49.0
150229.0,2016.0,8.0,5,40.0
150229.0,2016.0,9.0,6,54.0
150302.0,2015.0,2.0,2,4.0
150302.0,2015.0,3.0,1,3.0
150359.0,2015.0,2.0,1,2.0
150359.0,2015.0,3.0,1,3.0
150359.0,2015.0,5.0,1,5.0
150359.0,2015.0,6.0,2,12.0
217100.0,2015.0,2.0,2,4.0
217100.0,2015.0,3.0,2,6.0
217100.0,2015.0,4.0,1,4.0
217100.0,2015.0,5.0,2,10.0
217100.0,2015.0,7.0,2,14.0
217100.0,2015.0,8.0,1,8.0
217100.0,2015.0,9.0,1,9.0
218596.0,2015.0,3.0,4,12.0
218596.0,2015.0,4.0,2,8.0
218596.0,2015.0,5.0,1,5.0
276519.0,2015.0,1.0,21,21.0
276519.0,2015.0,2.0,7,14.0
276519.0,2015.0,3.0,16,48.0
276519.0,2015.0,4.0,8,32.0
276519.0,2015.0,5.0,18,90.0
276519.0,2015.0,6.0,14,84.0
276519.0,2015.0,7.0,12,84.0
276519.0,2015.0,8.0,15,120.0
276519.0,2015.0,9.0,5,45.0
276519.0,2016.0,1.0,5,5.0
276519.0,2016.0,3.0,5,15.0
276519.0,2016.0,4.0,2,8.0
276519.0,2016.0,5.0,4,20.0
276519.0,2016.0,6.0,2,12.0
276519.0,2016.0,7.0,4,28.0
276519.0,2016.0,8.0,4,32.0
276519.0,2016.0,9.0,5,45.0
276520.0,2017.0,2.0,1,2.0
276520.0,2017.0,4.0,1,4.0
276520.0,2017.0,5.0,2,10.0
279824.0,2015.0,2.0,1,2.0
285064.0,2015.0,3.0,2,6.0
285064.0,2015.0,5.0,1,5.0
285064.0,2015.0,6.0,1,6.0
285064.0,2016.0,5.0,1,5.0
285078.0,2015.0,1.0,1,1.0
285078.0,2015.0,2.0,11,22.0
285078.0,2015.0,4.0,4,16.0
285078.0,2015.0,5.0,5,25.0
285078.0,2015.0,6.0,9,54.0
285078.0,2015.0,7.0,9,63.0
285078.0,2015.0,8.0,1,8.0
285078.0,2015.0,9.0,5,45.0
285079.0,2017.0,2.0,1,2.0
285079.0,2017.0,3.0,4,12.0
285079.0,2017.0,4.0,2,8.0
285079.0,2017.0,5.0,1,5.0
285079.0,2017.0,6.0,1,6.0
346798.0,2015.0,2.0,1,2.0
346798.0,2015.0,3.0,5,15.0
346798.0,2015.0,4.0,1,4.0
346798.0,2015.0,6.0,2,12.0
346874.0,2015.0,1.0,5,5.0
346874.0,2015.0,2.0,10,20.0
346874.0,2015.0,3.0,5,15.0
346874.0,2015.0,4.0,13,52.0
346874.0,2015.0,5.0,11,55.0
346874.0,2015.0,6.0,14,84.0
346874.0,2015.0,7.0,13,91.0
346874.0,2015.0,8.0,6,48.0
346874.0,2015.0,9.0,12,108.0
346874.0,2016.0,2.0,9,18.0
346874.0,2016.0,3.0,6,18.0
346874.0,2016.0,4.0,7,28.0
346874.0,2016.0,5.0,5,25.0
346874.0,2016.0,6.0,6,36.0
346874.0,2016.0,7.0,4,28.0
346874.0,2016.0,8.0,9,72.0
346874.0,2016.0,9.0,3,27.0
400085.0,2015.0,1.0,7,7.0
400085.0,2015.0,2.0,10,20.0
400085.0,2015.0,3.0,10,30.0
400085.0,2015.0,4.0,8,32.0
400085.0,2015.0,5.0,9,45.0
400085.0,2015.0,6.0,9,54.0
400085.0,2015.0,7.0,12,84.0
400085.0,2015.0,8.0,17,136.0
400085.0,2015.0,9.0,8,72.0
400085.0,2016.0,1.0,13,13.0
400085.0,2016.0,2.0,4,8.0
400085.0,2016.0,3.0,11,33.0
400085.0,2016.0,4.0,8,32.0
400085.0,2016.0,5.0,9,45.0
400085.0,2016.0,6.0,8,48.0
400085.0,2016.0,7.0,14,98.0
400085.0,2016.0,8.0,18,144.0
400085.0,2016.0,9.0,8,72.0
400085.0,2017.0,1.0,2,2.0
400085.0,2017.0,2.0,2,4.0
400085.0,2017.0,3.0,1,3.0
400085.0,2017.0,4.0,5,20.0
400085.0,2017.0,5.0,9,45.0
400085.0,2017.0,6.0,5,30.0
400085.0,2017.0,7.0,9,63.0
400085.0,2017.0,8.0,9,72.0
400085.0,2017.0,9.0,8,72.0
400085.0,2018.0,2.0,2,4.0
400085.0,2018.0,3.0,1,3.0
400085.0,2018.0,4.0,1,4.0
400085.0,2018.0,5.0,2,10.0
400085.0,2018.0,7.0,2,14.0
400085.0,2018.0,8.0,1,8.0
400121.0,2015.0,1.0,16,16.0
400121.0,2015.0,2.0,7,14.0
400121.0,2015.0,3.0,13,39.0
400121.0,2015.0,4.0,13,52.0
400121.0,2015.0,5.0,13,65.0
400121.0,2015.0,6.0,12,72.0
400121.0,2015.0,7.0,13,91.0
400121.0,2015.0,8.0,13,104.0
400121.0,2015.0,9.0,6,54.0
400121.0,2016.0,1.0,22,22.0
400121.0,2016.0,2.0,20,40.0
400121.0,2016.0,3.0,9,27.0
400121.0,2016.0,4.0,24,96.0
400121.0,2016.0,5.0,11,55.0
400121.0,2016.0,6.0,23,138.0
400121.0,2016.0,7.0,17,119.0
400121.0,2016.0,8.0,17,136.0
400121.0,2016.0,9.0,12,108.0
400121.0,2017.0,1.0,13,13.0
400121.0,2017.0,2.0,16,32.0
400121.0,2017.0,3.0,9,27.0
400121.0,2017.0,4.0,9,36.0
400121.0,2017.0,5.0,13,65.0
400121.0,2017.0,6.0,10,60.0
400121.0,2017.0,7.0,9,63.0
400121.0,2017.0,8.0,10,80.0
400121.0,2017.0,9.0,11,99.0
400121.0,2018.0,1.0,12,12.0
400121.0,2018.0,2.0,23,46.0
400121.0,2018.0,3.0,7,21.0
400121.0,2018.0,4.0,11,44.0
400121.0,2018.0,5.0,7,35.0
400121.0,2018.0,6.0,19,114.0
400121.0,2018.0,7.0,10,70.0
400121.0,2018.0,8.0,15,120.0
400121.0,2018.0,9.0,12,108.0
400284.0,2015.0,1.0,15,15.0
400284.0,2015.0,2.0,3,6.0
400284.0,2015.0,3.0,11,33.0
400284.0,2015.0,4.0,3,12.0
400284.0,2015.0,5.0,13,65.0
400284.0,2015.0,6.0,8,48.0
400284.0,2015.0,7.0,6,42.0
400284.0,2015.0,8.0,15,120.0
400284.0,2015.0,9.0,5,45.0
400284.0,2016.0,1.0,31,31.0
400284.0,2016.0,2.0,6,12.0
400284.0,2016.0,3.0,21,63.0
400284.0,2016.0,4.0,6,24.0
400284.0,2016.0,5.0,17,85.0
400284.0,2016.0,6.0,12,72.0
400284.0,2016.0,7.0,19,133.0
400284.0,2016.0,8.0,8,64.0
400284.0,2016.0,9.0,7,63.0
400284.0,2017.0,1.0,6,6.0
400284.0,2017.0,2.0,7,14.0
400284.0,2017.0,3.0,11,33.0
400284.0,2017.0,4.0,7,28.0
400284.0,2017.0,5.0,10,50.0
400284.0,2017.0,6.0,8,48.0
400284.0,2017.0,7.0,7,49.0
400284.0,2017.0,8.0,8,64.0
400284.0,2017.0,9.0,7,63.0
400284.0,2018.0,1.0,1,1.0
400284.0,2018.0,2.0,2,4.0
400284.0,2018.0,3.0,4,12.0
400284.0,2018.0,4.0,1,4.0
400284.0,2018.0,5.0,3,15.0
400284.0,2018.0,6.0,4,24.0
400284.0,2018.0,7.0,6,42.0
400284.0,2018.0,8.0,7,56.0
400284.0,2018.0,9.0,3,27.0
405395.0,2015.0,1.0,29,29.0
405395.0,2015.0,2.0,11,22.0
405395.0,2015.0,3.0,8,24.0
405395.0,2015.0,4.0,19,76.0
405395.0,2015.0,5.0,11,55.0
405395.0,2015.0,6.0,26,156.0
405395.0,2015.0,7.0,15,105.0
405395.0,2015.0,8.0,13,104.0
405395.0,2015.0,9.0,13,117.0
405395.0,2016.0,1.0,33,33.0
405395.0,2016.0,2.0,9,18.0
405395.0,2016.0,3.0,21,63.0
405395.0,2016.0,4.0,14,56.0
405395.0,2016.0,5.0,11,55.0
405395.0,2016.0,6.0,18,108.0
405395.0,2016.0,7.0,11,77.0
405395.0,2016.0,8.0,19,152.0
405395.0,2016.0,9.0,22,198.0
405395.0,2017.0,1.0,25,25.0
405395.0,2017.0,2.0,9,18.0
405395.0,2017.0,3.0,16,48.0
405395.0,2017.0,4.0,18,72.0
405395.0,2017.0,5.0,17,85.0
405395.0,2017.0,6.0,15,90.0
405395.0,2017.0,7.0,12,84.0
405395.0,2017.0,8.0,15,120.0
405395.0,2017.0,9.0,12,108.0
405395.0,2018.0,1.0,16,16.0
405395.0,2018.0,2.0,8,16.0
405395.0,2018.0,3.0,12,36.0
405395.0,2018.0,4.0,16,64.0
405395.0,2018.0,5.0,13,65.0
405395.0,2018.0,6.0,15,90.0
405395.0,2018.0,7.0,10,70.0
405395.0,2018.0,8.0,12,96.0
405395.0,2018.0,9.0,11,99.0
407781.0,2015.0,1.0,9,9.0
407781.0,2015.0,2.0,20,40.0
407781.0,2015.0,3.0,15,45.0
407781.0,2015.0,4.0,18,72.0
407781.0,2015.0,5.0,16,80.0
407781.0,2015.0,6.0,10,60.0
407781.0,2015.0,7.0,13,91.0
407781.0,2015.0,8.0,13,104.0
407781.0,2015.0,9.0,8,72.0
407781.0,2016.0,2.0,8,16.0
407781.0,2016.0,3.0,1,3.0
407781.0,2016.0,4.0,4,16.0
407781.0,2016.0,5.0,4,20.0
407781.0,2016.0,6.0,5,30.0
407781.0,2016.0,7.0,2,14.0
407781.0,2016.0,8.0,3,24.0
407781.0,2016.0,9.0,4,36.0
407793.0,2015.0,2.0,2,4.0
407793.0,2015.0,3.0,1,3.0
407793.0,2015.0,4.0,3,12.0
407793.0,2015.0,5.0,2,10.0
407793.0,2016.0,1.0,1,1.0
407793.0,2016.0,2.0,1,2.0
407793.0,2016.0,3.0,2,6.0
407793.0,2016.0,5.0,1,5.0
407793.0,2016.0,7.0,1,7.0
407793.0,2017.0,2.0,1,2.0
407793.0,2017.0,3.0,1,3.0
407793.0,2017.0,4.0,3,12.0
407793.0,2017.0,5.0,2,10.0
407812.0,2015.0,1.0,15,15.0
407812.0,2015.0,2.0,1,2.0
407812.0,2015.0,3.0,11,33.0
407812.0,2015.0,4.0,4,16.0
407812.0,2015.0,5.0,11,55.0
407812.0,2015.0,6.0,6,36.0
407812.0,2015.0,7.0,10,70.0
407812.0,2015.0,8.0,6,48.0
407812.0,2015.0,9.0,1,9.0
407812.0,2016.0,1.0,20,20.0
407812.0,2016.0,2.0,2,4.0
407812.0,2016.0,3.0,14,42.0
407812.0,2016.0,4.0,8,32.0
407812.0,2016.0,5.0,12,60.0
407812.0,2016.0,6.0,14,84.0
407812.0,2016.0,7.0,8,56.0
407812.0,2016.0,8.0,9,72.0
407812.0,2016.0,9.0,7,63.0
407812.0,2017.0,1.0,14,14.0
407812.0,2017.0,2.0,7,14.0
407812.0,2017.0,3.0,5,15.0
407812.0,2017.0,4.0,10,40.0
407812.0,2017.0,5.0,9,45.0
407812.0,2017.0,6.0,13,78.0
407812.0,2017.0,7.0,8,56.0
407812.0,2017.0,8.0,12,96.0
407812.0,2017.0,9.0,7,63.0
407812.0,2018.0,2.0,3,6.0
407812.0,2018.0,4.0,4,16.0
407812.0,2018.0,5.0,2,10.0
407812.0,2018.0,6.0,4,24.0
407812.0,2018.0,7.0,2,14.0
407812.0,2018.0,8.0,1,8.0
407812.0,2018.0,9.0,1,9.0
407822.0,2015.0,2.0,1,2.0
407822.0,2015.0,4.0,2,8.0
407822.0,2016.0,1.0,1,1.0
407822.0,2016.0,2.0,2,4.0
407822.0,2016.0,3.0,2,6.0
407822.0,2016.0,4.0,1,4.0
407822.0,2016.0,5.0,1,5.0
407862.0,2015.0,2.0,1,2.0
407862.0,2015.0,7.0,1,7.0
407862.0,2015.0,8.0,1,8.0
407862.0,2015.0,9.0,2,18.0
407893.0,2015.0,1.0,14,14.0
407893.0,2015.0,2.0,10,20.0
407893.0,2015.0,3.0,8,24.0
407893.0,2015.0,4.0,11,44.0
407893.0,2015.0,5.0,12,60.0
407893.0,2015.0,6.0,11,66.0
407893.0,2015.0,7.0,12,84.0
407893.0,2015.0,8.0,12,96.0
407893.0,2015.0,9.0,7,63.0
407893.0,2016.0,1.0,8,8.0
407893.0,2016.0,2.0,11,22.0
407893.0,2016.0,3.0,7,21.0
407893.0,2016.0,4.0,16,64.0
407893.0,2016.0,5.0,7,35.0
407893.0,2016.0,6.0,8,48.0
407893.0,2016.0,7.0,6,42.0
407893.0,2016.0,8.0,7,56.0
407893.0,2016.0,9.0,8,72.0
408045.0,2015.0,1.0,41,41.0
408045.0,2015.0,2.0,2,4.0
408045.0,2015.0,3.0,15,45.0
408045.0,2015.0,4.0,20,80.0
408045.0,2015.0,5.0,12,60.0
408045.0,2015.0,6.0,20,120.0
408045.0,2015.0,7.0,14,98.0
408045.0,2015.0,8.0,18,144.0
408045.0,2015.0,9.0,12,108.0
408045.0,2016.0,1.0,36,36.0
408045.0,2016.0,2.0,2,4.0
408045.0,2016.0,3.0,16,48.0
408045.0,2016.0,4.0,9,36.0
408045.0,2016.0,5.0,21,105.0
408045.0,2016.0,6.0,12,72.0
408045.0,2016.0,7.0,10,70.0
408045.0,2016.0,8.0,15,120.0
408045.0,2016.0,9.0,7,63.0
408045.0,2017.0,1.0,32,32.0
408045.0,2017.0,2.0,3,6.0
408045.0,2017.0,3.0,22,66.0
408045.0,2017.0,4.0,20,80.0
408045.0,2017.0,5.0,22,110.0
408045.0,2017.0,6.0,22,132.0
408045.0,2017.0,7.0,12,84.0
408045.0,2017.0,8.0,18,144.0
408045.0,2017.0,9.0,9,81.0
408045.0,2018.0,1.0,30,30.0
408045.0,2018.0,2.0,8,16.0
408045.0,2018.0,3.0,17,51.0
408045.0,2018.0,4.0,11,44.0
408045.0,2018.0,5.0,16,80.0
408045.0,2018.0,6.0,14,84.0
408045.0,2018.0,7.0,24,168.0
408045.0,2018.0,8.0,8,64.0
408045.0,2018.0,9.0,6,54.0
408047.0,2015.0,1.0,7,7.0
408047.0,2015.0,2.0,8,16.0
408047.0,2015.0,3.0,6,18.0
408047.0,2015.0,4.0,9,36.0
408047.0,2015.0,5.0,5,25.0
408047.0,2015.0,6.0,4,24.0
408047.0,2015.0,7.0,4,28.0
408047.0,2015.0,8.0,4,32.0
408047.0,2015.0,9.0,3,27.0
408047.0,2016.0,1.0,5,5.0
408047.0,2016.0,2.0,11,22.0
408047.0,2016.0,3.0,1,3.0
408047.0,2016.0,4.0,6,24.0
408047.0,2016.0,5.0,12,60.0
408047.0,2016.0,6.0,5,30.0
408047.0,2016.0,7.0,5,35.0
408047.0,2016.0,8.0,6,48.0
408047.0,2016.0,9.0,1,9.0
408234.0,2015.0,1.0,43,43.0
408234.0,2015.0,2.0,1,2.0
408234.0,2015.0,3.0,17,51.0
408234.0,2015.0,4.0,14,56.0
408234.0,2015.0,5.0,13,65.0
408234.0,2015.0,6.0,21,126.0
408234.0,2015.0,7.0,14,98.0
408234.0,2015.0,8.0,8,64.0
408234.0,2015.0,9.0,11,99.0
408234.0,2016.0,1.0,43,43.0
408234.0,2016.0,2.0,4,8.0
408234.0,2016.0,3.0,23,69.0
408234.0,2016.0,4.0,22,88.0
408234.0,2016.0,5.0,22,110.0
408234.0,2016.0,6.0,19,114.0
408234.0,2016.0,7.0,20,140.0
408234.0,2016.0,8.0,16,128.0
408234.0,2016.0,9.0,19,171.0
408234.0,2017.0,1.0,25,25.0
408234.0,2017.0,2.0,7,14.0
408234.0,2017.0,3.0,17,51.0
408234.0,2017.0,4.0,10,40.0
408234.0,2017.0,5.0,16,80.0
408234.0,2017.0,6.0,11,66.0
408234.0,2017.0,7.0,11,77.0
408234.0,2017.0,8.0,11,88.0
408234.0,2017.0,9.0,8,72.0
408234.0,2018.0,1.0,5,5.0
408234.0,2018.0,2.0,2,4.0
408234.0,2018.0,3.0,6,18.0
408234.0,2018.0,4.0,5,20.0
408234.0,2018.0,5.0,2,10.0
408234.0,2018.0,6.0,5,30.0
408234.0,2018.0,7.0,6,42.0
408234.0,2018.0,8.0,4,32.0
408234.0,2018.0,9.0,4,36.0
408236.0,2015.0,1.0,24,24.0
408236.0,2015.0,2.0,11,22.0
408236.0,2015.0,3.0,20,60.0
408236.0,2015.0,4.0,15,60.0
408236.0,2015.0,5.0,18,90.0
408236.0,2015.0,6.0,21,126.0
408236.0,2015.0,7.0,24,168.0
408236.0,2015.0,8.0,13,104.0
408236.0,2015.0,9.0,15,135.0
408236.0,2016.0,1.0,28,28.0
408236.0,2016.0,2.0,17,34.0
408236.0,2016.0,3.0,18,54.0
408236.0,2016.0,4.0,22,88.0
408236.0,2016.0,5.0,17,85.0
408236.0,2016.0,6.0,25,150.0
408236.0,2016.0,7.0,15,105.0
408236.0,2016.0,8.0,12,96.0
408236.0,2016.0,9.0,12,108.0
408236.0,2017.0,1.0,7,7.0
408236.0,2017.0,2.0,9,18.0
408236.0,2017.0,3.0,5,15.0
408236.0,2017.0,4.0,3,12.0
408236.0,2017.0,5.0,8,40.0
408236.0,2017.0,6.0,6,36.0
408236.0,2017.0,7.0,8,56.0
408236.0,2017.0,8.0,6,48.0
408236.0,2017.0,9.0,4,36.0
408236.0,2018.0,1.0,1,1.0
408236.0,2018.0,2.0,4,8.0
408236.0,2018.0,3.0,4,12.0
408236.0,2018.0,4.0,6,24.0
408236.0,2018.0,5.0,3,15.0
408236.0,2018.0,6.0,5,30.0
408236.0,2018.0,7.0,5,35.0
408236.0,2018.0,8.0,7,56.0
408236.0,2018.0,9.0,5,45.0
408241.0,2015.0,3.0,2,6.0
408241.0,2015.0,4.0,2,8.0
408241.0,2015.0,5.0,2,10.0
408241.0,2015.0,6.0,1,6.0
408241.0,2016.0,2.0,1,2.0
408241.0,2016.0,3.0,1,3.0
408241.0,2016.0,4.0,2,8.0
408241.0,2016.0,6.0,1,6.0
408242.0,2015.0,4.0,1,4.0
408252.0,2015.0,1.0,32,32.0
408252.0,2015.0,2.0,10,20.0
408252.0,2015.0,3.0,21,63.0
408252.0,2015.0,4.0,18,72.0
408252.0,2015.0,5.0,20,100.0
408252.0,2015.0,6.0,24,144.0
408252.0,2015.0,7.0,17,119.0
408252.0,2015.0,8.0,19,152.0
408252.0,2015.0,9.0,9,81.0
408252.0,2016.0,1.0,30,30.0
408252.0,2016.0,2.0,20,40.0
408252.0,2016.0,3.0,15,45.0
408252.0,2016.0,4.0,22,88.0
408252.0,2016.0,5.0,13,65.0
408252.0,2016.0,6.0,19,114.0
408252.0,2016.0,7.0,19,133.0
408252.0,2016.0,8.0,11,88.0
408252.0,2016.0,9.0,8,72.0
408252.0,2017.0,1.0,33,33.0
408252.0,2017.0,2.0,10,20.0
408252.0,2017.0,3.0,23,69.0
408252.0,2017.0,4.0,12,48.0
408252.0,2017.0,5.0,21,105.0
408252.0,2017.0,6.0,13,78.0
408252.0,2017.0,7.0,12,84.0
408252.0,2017.0,8.0,19,152.0
408252.0,2017.0,9.0,14,126.0
408252.0,2018.0,7.0,1,7.0
408252.0,2018.0,9.0,2,18.0
408299.0,2015.0,1.0,2,2.0
408299.0,2015.0,2.0,17,34.0
408299.0,2015.0,3.0,9,27.0
408299.0,2015.0,4.0,11,44.0
408299.0,2015.0,5.0,12,60.0
408299.0,2015.0,6.0,10,60.0
408299.0,2015.0,7.0,16,112.0
408299.0,2015.0,8.0,10,80.0
408299.0,2015.0,9.0,9,81.0
408299.0,2016.0,1.0,1,1.0
408299.0,2016.0,2.0,8,16.0
408299.0,2016.0,3.0,1,3.0
408299.0,2016.0,4.0,6,24.0
408299.0,2016.0,5.0,3,15.0
408299.0,2016.0,6.0,4,24.0
408299.0,2016.0,7.0,3,21.0
408299.0,2016.0,8.0,3,24.0
408299.0,2016.0,9.0,2,18.0
408307.0,2015.0,1.0,8,8.0
408307.0,2015.0,2.0,8,16.0
408307.0,2015.0,3.0,4,12.0
408307.0,2015.0,4.0,2,8.0
408307.0,2015.0,5.0,3,15.0
408307.0,2015.0,6.0,4,24.0
408307.0,2015.0,7.0,10,70.0
408307.0,2015.0,8.0,3,24.0
408307.0,2015.0,9.0,5,45.0
408307.0,2016.0,1.0,1,1.0
408307.0,2016.0,2.0,2,4.0
408307.0,2016.0,3.0,1,3.0
408307.0,2016.0,4.0,3,12.0
408307.0,2016.0,5.0,1,5.0
408307.0,2016.0,6.0,1,6.0
408307.0,2016.0,7.0,3,21.0
408307.0,2016.0,8.0,2,16.0
408307.0,2016.0,9.0,1,9.0
408314.0,2015.0,1.0,27,27.0
408314.0,2015.0,2.0,10,20.0
408314.0,2015.0,3.0,21,63.0
408314.0,2015.0,4.0,10,40.0
408314.0,2015.0,5.0,16,80.0
408314.0,2015.0,6.0,13,78.0
408314.0,2015.0,7.0,15,105.0
408314.0,2015.0,8.0,11,88.0
408314.0,2015.0,9.0,9,81.0
408314.0,2016.0,1.0,12,12.0
